date,FU106060005.Q,FU106231005.Q,FU106121075.Q,FU105020601.Q,FU106300015.Q,FU106006065.Q,FU105440005.Q,FU106000105.Q,FU105090005.Q,FU105050005.Q,FU105019005.Q,FU105020005.Q,FU105420005.Q,FU105000005.Q,FU104090005.Q,FU103091003.Q,FU103020005.Q,FU103030003.Q,FU103034000.Q,FU102051003.Q,FU104022005.Q,FU103069100.Q,FU103061103.Q,FU103061703.Q,FU103062003.Q,FU123063003.Q,FU104023005.Q,FU103065005.Q,FU103066005.Q,FU103092305.Q,FU103064103.Q,FU103092105.Q,FU103092405.Q,FU103064203.Q,FU103070005.Q,FU103090005.Q,FU104194005.Q,FU104190005.Q,FU104122005.Q,FU103169100.Q,FU103162000.Q,FU103163005.Q,FU104123005.Q,FU103168005.Q,FU103169005.Q,FU103165005.Q,FU103192305.Q,FU103170005.Q,FU103178005.Q,FU103190005.Q,FU573074005.Q,FU573073005.Q,FU103193005.Q,FU103181105.Q,FU103164105.Q,FU103192105.Q,FU107005005.Q,FU105005305.Q
1985:Q1,51669,17838,17047,138,88695,4923,0,110540,72044,109389,107429,2128,-168,-37345,49913,-716,-12332,3926,-242,4162,-11194,460,-6311,-1136,-4207,0,-1450,1422,-2872,-916,-1487,4143,4,1061,30555,34399,87258,105441,24859,4482,1700,18677,12148,10920,3698,-2470,1329,-2802,388,69519,848,51,68620,-18182,-21702,3520,38495,3773
1985:Q2,49834,16982,19006,86,91035,7720,-4,112690,98928,113249,109104,4223,-78,-14321,35042,-673,6140,-6242,-1145,-3856,19871,-404,12574,-681,8382,0,3041,1456,1585,-3056,-1579,7113,-7,1177,11494,2764,49363,64233,32731,5914,4500,22317,8497,2406,3460,2631,1693,3748,-4085,21649,957,-7967,28659,-14870,-17492,2622,13762,8279
1985:Q3,52744,18461,17674,1792,92414,4992,0,115808,97484,111255,107818,2438,999,-13771,59002,619,10510,1880,-262,569,-11803,-472,-6817,31,-4545,0,2485,1476,1009,614,-1499,2522,-8,1504,10157,41714,72773,89313,24813,150,5400,19263,4166,9283,-1194,-3923,974,-3015,2826,59550,-173,9898,49824,-16540,-19243,2703,18324,439
1985:Q4,50799,17802,18279,-1995,92834,6642,0,112198,118472,115971,109116,6923,-69,2501,83611,3509,18698,613,103,-1420,10284,1152,5189,484,3459,0,6983,2578,4405,-31,-1739,3925,-7,-75,-6984,49752,81110,102308,38664,4052,11000,23612,39471,18651,12181,8639,262,45046,-2287,-18848,4162,-21693,-1317,-21198,-25632,4434,-6274,10415
1986:Q1,41602,18300,17687,4934,92293,5614,0,108456,96974,115506,109016,6665,-175,-18533,-24563,1711,-10375,5456,1553,-25,-11287,1168,-7563,150,-5042,0,-3957,-1570,-2387,3413,4954,3595,-16,908,-14437,-6056,-6030,7227,30364,-2693,-3000,36057,13988,6589,6088,1311,1679,-35094,1320,-5030,0,5912,-10942,-13257,-14916,1659,11482,12664
1986:Q2,40979,17966,18989,3481,92225,5555,0,105285,113365,113076,106923,4488,1666,289,27679,1120,-2952,5670,883,-449,10933,-1378,7176,351,4784,0,-68,-1550,1482,-618,5202,5928,3,1170,14607,-13750,27390,44012,35565,-860,-3272,39697,24878,9350,11543,3985,1589,-5326,-755,-11939,0,7020,-18959,-16622,-21767,5145,-8080,13346
1986:Q3,41615,18614,17728,1359,92629,4105,0,103366,109029,104757,105940,-985,-198,4272,95642,-750,-8447,11791,1264,842,-2581,-890,-1754,1232,-1169,0,-762,-1677,915,28,4797,4779,-13,1059,19689,63946,91370,106235,31705,4125,-1236,28816,14884,2174,8165,4545,1148,6249,1700,50549,5,7801,42743,-14865,-21168,6303,-5663,5496
1986:Q4,46168,21358,18451,-2713,93506,4614,0,101766,95933,105488,107183,-2643,948,-9555,41503,1097,20058,-6688,-99,1331,-321,795,1364,-3390,910,0,2440,-2062,4502,413,5022,1608,-14,620,-17715,33751,51058,68500,14007,-9914,-2393,26314,65377,47915,11171,6291,4985,32489,1510,-49868,30,10058,-59956,-17442,-26805,9363,5832,8337
1987:Q1,49014,21409,18722,-3469,94855,6052,0,106322,96096,111599,103505,8317,-223,-15503,45424,-2375,942,-4412,709,483,-2242,2211,-2620,-86,-1747,0,-2129,465,-2594,1179,1440,4981,-17,-317,30754,16428,60927,63650,26363,728,211,25424,-4066,-14850,6181,4603,5776,-237,1163,34651,300,-12429,46780,-2723,-10719,7996,10225,11330
1987:Q2,55418,24089,18414,-4793,96234,7126,0,111482,96864,111333,105251,6265,-182,-14469,37512,-930,4116,674,-308,-24,-6122,1431,-4971,732,-3314,0,2476,328,2148,35,1501,7520,-7,-1388,16745,13224,51981,62826,22740,4323,-1203,19620,27410,4235,12233,10942,1847,-4365,2981,12213,450,9504,2259,-10845,-19041,8196,14617,6978
1987:Q3,59381,24871,18695,-3931,97642,6487,0,116014,105893,108824,107742,1109,-27,-2931,47129,-815,122,-1309,93,69,1329,3071,-1063,30,-709,0,2034,530,1504,183,1589,7305,-10,-537,22179,14897,50060,58101,22372,192,-49,22229,17787,4098,4346,9343,10863,9623,835,-3379,650,6577,-10606,-8041,-17543,9502,10120,-702
1987:Q4,58665,23861,20421,-4046,99079,9065,0,118480,115611,123857,108196,15713,-52,-8246,103840,1181,4473,5460,329,-2239,-2110,-1920,119,-388,79,0,6554,601,5953,1064,1220,7406,3,-438,-5818,86755,112086,136438,13353,-3644,127,16870,47821,11389,13805,22627,4519,39364,103,31278,108,34122,-2952,-24352,-28178,3826,2869,14441
1988:Q1,62667,24495,17977,-4576,100546,3817,0,119982,74080,114166,109436,5001,-271,-40085,56028,2072,-4846,-3971,638,296,-2401,-2671,-471,1054,-313,0,1195,4310,-3115,1729,-18567,891,-9,-1103,36030,44074,96113,105462,25149,-261,-471,25881,35558,6678,23157,5723,-3039,2430,957,44407,-500,14441,30466,-9349,-25123,15774,45902,-2000
1988:Q2,65200,25663,19571,-6370,101901,5624,0,121120,112980,118916,112415,7337,-836,-5936,47411,7064,6787,-7292,-2045,-583,-1941,3053,-4439,2405,-2960,0,6093,4176,1917,-695,-19615,4246,1,-839,35634,20596,53347,70398,36242,4340,415,31487,23411,16376,5734,1301,3016,9741,-2516,503,-700,1741,-537,-17050,-34788,17738,8140,3420
1988:Q3,66308,26151,23487,-6537,103143,8291,0,121567,121508,120773,113637,6775,362,734,46607,875,-1637,4269,-1197,620,-2010,-1623,-119,-189,-79,0,5393,4436,957,-148,-19501,7738,10,-431,13071,39555,45872,54424,27236,2456,-236,25016,18582,848,8758,8976,4042,-3298,-1158,9019,-1250,3337,6933,-8551,-20765,12214,59,7497
1988:Q4,70295,27644,21131,-4691,104272,5080,0,126181,146949,125095,116288,8833,-26,21854,201283,-4719,11450,3324,-687,1286,1981,-77,1172,104,782,0,11558,4588,6970,2812,-19918,-4741,5,-361,5835,193458,179429,214096,27997,5373,477,22147,35917,14029,8806,13082,6130,44867,-778,99964,1212,1976,96776,-34667,-48625,13958,-20768,3994
1989:Q1,67727,28171,26291,-8435,105289,9516,0,119635,104502,128456,118912,9829,-285,-23954,126734,-2932,-7208,-7894,812,-1237,18052,1038,9207,1670,6137,0,-11633,-3529,-8104,4347,-1134,8026,-29,-360,31126,96798,150688,189770,24837,10471,-783,15149,28984,3743,20587,4655,12467,1216,4763,117503,1684,7975,107844,-39082,-43094,4012,15132,18337
1989:Q2,62373,25471,26337,-4723,106236,7779,0,119857,105925,128784,120752,7909,124,-22859,22531,-1509,1687,6342,257,-220,6531,2840,2576,-602,1717,0,-1722,-3461,1739,-105,-1223,3934,-33,-360,28221,-19269,45390,60736,34985,13912,-536,21609,27610,8995,16403,2212,3642,4609,-5756,-4354,1859,5558,-11771,-15346,-24529,9183,13932,16706
1989:Q3,57411,23610,27257,-108,107113,8107,-706,122362,92414,128528,125067,3554,-93,-36114,3389,-3121,1440,-7518,315,-1075,4671,-3175,5023,-526,3349,0,-2159,-3543,1384,427,-1343,5412,-4,-360,9413,-2709,39503,61724,18807,3214,-402,15995,1806,3568,-2871,1109,311,-4350,-1302,46452,1899,7893,36660,-22221,-36471,14250,29947,14273
1989:Q4,56471,23956,25476,-3082,107920,6343,-478,118696,97177,131266,126421,4934,-89,-34090,13303,713,12601,7407,-809,334,13593,-60,6693,2606,4354,0,4674,-3379,8053,6507,-1359,-2481,1,-360,-26684,-834,47393,52092,16489,-6161,802,21848,14066,6210,14902,-7046,3316,20330,-3787,1677,1826,1160,-1308,-4699,-19885,15186,21519,18913
1990:Q1,57028,23635,29927,-893,108656,10751,0,121980,88325,132591,129930,2898,-237,-44266,16011,964,-9689,-10763,3557,-747,-19862,-2717,-7307,-2124,-7714,0,-5759,-442,-5317,819,1512,12041,-4,-247,5714,38475,60278,65263,25062,18922,-547,6687,32488,-6225,22388,16325,2637,-9593,3967,10702,1724,15631,-6653,-4986,-17242,12256,33655,21362
1990:Q2,59668,24827,28987,505,109453,10191,0,126003,116271,139099,130822,8294,-17,-22828,-4417,-118,-64,1078,1411,-236,68,981,1567,-1754,-726,0,651,-422,1073,-1151,1593,7799,-3,-247,35336,-50534,18412,20137,19788,2625,335,16828,21687,2770,15152,3765,2713,5189,-5126,-24114,1264,5491,-30869,-1726,-12057,10331,9732,23287
1990:Q3,62446,25505,29391,-7549,110310,9678,0,119988,113963,138014,133723,4297,-6,-24051,84698,-1042,-5382,1444,3109,992,-10130,-539,-9076,-2406,1891,0,69,-421,490,4581,1362,11257,-2,-247,33903,44784,108749,109225,9674,3152,-252,6774,9920,-8566,14502,3984,911,22824,3804,62092,1374,16972,43746,-476,-18728,18252,6025,27704
1990:Q4,59206,24487,29994,-4955,111226,14313,0,125310,106834,128303,132508,-3809,-395,-21470,30113,208,20377,2195,2028,-655,2121,1820,1033,399,-1131,0,6365,-701,7066,-7648,1469,7946,1,-246,-45767,41719,51582,57073,2013,-14959,127,16845,13050,1797,9883,1370,2281,9989,-2632,32371,1689,17088,13595,-5491,-15206,9715,18476,17306
1991:Q1,56387,23857,30064,2859,112203,12859,0,130386,82041,127815,131920,-3670,-435,-45774,-6788,632,-32779,3400,3863,-813,-2741,9,-3147,-412,809,0,-6544,1411,-7955,4193,1564,7089,-2,602,-16273,31022,38986,29336,22246,2999,-293,19540,-24174,-8252,-22030,6108,-5291,-38606,-3693,78854,2684,5744,70426,9650,-1166,10816,48345,10287
1991:Q2,57792,21854,31583,2150,113139,11440,0,131083,142195,127027,131563,-4101,-435,15168,33658,-2750,6805,3330,-111,106,4302,2021,224,2082,-25,0,-287,1514,-1801,-4726,1548,11937,5,602,29705,-16808,18490,20545,24155,-414,677,23892,-20870,-15984,-6005,1119,6261,12946,-7207,5259,3464,2686,-890,-2055,3111,-5166,-11112,7384
1991:Q3,59406,21356,31472,344,114036,9628,0,130586,108003,132818,130709,2540,-431,-24815,43513,979,12183,2749,960,205,15529,-1548,7495,-1605,11187,0,1335,1477,-142,-1056,1617,10391,5,602,15267,-17253,68328,63194,7360,-12421,-260,20041,-29115,-12443,-9631,-7041,-4251,15529,3977,69694,3234,2402,64058,5134,4808,326,22583,11860
1991:Q4,58828,21531,32373,-426,114893,12050,0,131440,91888,136108,130586,5959,-437,-44219,-18498,2857,19119,-6462,1290,-15,11520,377,1205,1762,8176,0,7162,1417,5745,-122,1739,10377,8,603,-34497,-32077,25721,14244,5358,-8539,-1293,15190,-37844,-10117,-19529,-8199,-3327,33236,-2487,19309,2690,13832,2786,11477,12179,-702,39551,16717
1992:Q1,60168,22172,31939,554,115710,10318,0,132639,-24574,129045,131145,-1660,-439,-153620,128938,-1457,-9897,-3414,5569,1591,-10972,-842,-1415,2760,-11496,21,-6770,186,-6956,6307,-7906,7939,-4,1259,16193,130500,282557,266863,32316,11957,350,20009,-13614,-8265,-40,-5309,-1861,-21795,5651,266166,2410,38017,225739,15694,11819,3875,157213,6724
1992:Q2,65605,23747,33028,-2649,116660,10188,0,133029,121871,138354,135366,3429,-441,-16483,3295,9,-1013,-917,2697,661,23308,269,15600,-145,7556,28,1368,527,841,418,-7994,10723,-9,1259,41921,-69136,19778,6173,20849,1562,763,18524,-18414,-11230,-1893,-5290,2233,19191,-3124,-14562,2376,-1900,-15038,13605,8992,4613,11158,15513
1992:Q3,62723,23613,33444,-838,117744,9094,-6955,138620,96101,140966,137685,3716,-435,-44864,2564,652,-1805,1362,3656,-678,-4801,635,-5319,735,-894,42,1058,88,970,-1186,-8183,10366,7,1259,11918,-11061,47428,43276,12642,-3780,1007,15415,-15995,-7901,1156,-9250,-1437,8568,3999,35499,2470,25330,7699,4152,3338,814,42519,11439
1992:Q4,68561,24898,35856,112,118961,9947,0,136827,118260,145675,141625,4480,-430,-27415,13149,152,6891,1379,3093,1863,16588,2287,8297,123,5829,52,8362,464,7898,499,-8534,4892,2,1259,-42470,19173,40564,38996,14916,-1110,2181,13845,-17966,-5301,7092,-19757,1772,27438,-74,12910,2662,12090,-1842,1568,4845,-3277,18567,18794
1993:Q1,68704,24351,36232,-1522,120311,14323,-480,141713,138342,151040,141809,9671,-440,-12698,75668,-2302,-6477,6129,164,-1152,-13562,-1184,-17646,6582,-1319,5,-8978,-2014,-6964,3256,11555,13760,4,1701,41627,29943,88365,82725,65062,6083,1042,57937,-21120,-5995,-6213,-8912,3649,-16379,6342,45171,2654,-16900,59417,5640,3658,1982,3371,23649
1993:Q2,76889,27739,36400,-1581,121973,11265,0,144406,154289,151464,145163,6723,-422,2825,81692,178,5896,3292,-1614,-834,6154,2216,4887,-3547,2587,11,-799,-2001,1202,6786,11525,7805,5,1701,31393,10204,78867,70661,57071,10125,1378,45568,-15542,-309,-7153,-8081,5346,2427,-3353,24712,2854,14406,7452,8207,7828,379,-9883,18322
1993:Q3,76183,25237,37189,101,123947,12285,-123,150213,152403,150144,146319,4238,-412,2258,67169,1611,-4056,-4282,-1197,-1108,18532,-1378,5248,5604,9069,-11,75,-1980,2055,-2544,11740,17455,3,1701,25161,4078,64910,59924,44902,-793,1992,43703,-16827,-6883,-8017,-1926,4639,9183,3049,14977,3104,10137,1737,4987,11942,-6955,-2189,12216
1993:Q4,87322,30714,39362,-1019,126232,10668,0,153128,162061,155569,151713,4283,-426,6492,100179,-776,23984,10852,113,543,-1121,2713,-4239,1835,-1442,12,8611,-2010,10621,10484,11933,911,3,1700,-47503,80445,93687,76548,31821,-5403,2167,35057,-10073,5715,-5910,-9878,5242,41210,-657,9005,3703,19,5283,17139,11077,6062,-8933,13110
1994:Q1,90257,29268,37971,-2064,128828,8336,-3258,161377,129458,160950,154168,7161,-380,-31492,47483,1228,-2937,-4672,2383,73,6547,-2900,8698,3355,-2648,42,-3940,1584,-5524,12819,-7675,15520,4,521,29494,-1883,78975,69595,50115,12056,2083,35976,22329,7318,18175,-3164,-814,-18117,4743,11339,3334,26232,-18227,9380,942,8438,31919,7909
1994:Q2,96221,31168,39932,-2544,131346,9173,0,163097,182423,171903,156533,15541,-171,10521,62229,350,44,2977,481,-65,-2580,1369,-4385,2487,-2091,40,3003,1452,1551,566,-7649,15009,4,521,46974,2594,51709,46098,29982,5795,2520,21667,17368,11203,2378,3787,669,26924,-4212,-24634,3092,-14685,-13040,5611,3321,2290,-19327,17979
1994:Q3,102041,34492,39070,-3919,133785,7381,0,165726,170153,169695,160206,10255,-766,458,39922,-3442,2129,241,1654,182,-2318,-62,7642,-10001,66,37,2784,1299,1485,2132,-7966,16100,7,521,13506,14392,39464,30641,17995,3003,978,14014,16600,12090,695,3815,2337,14892,1420,-22603,2886,-13393,-12096,8823,-9468,18291,-4427,11350
1994:Q4,109347,37428,41005,-3909,136145,8959,0,172109,241629,184610,168067,16938,-395,57019,128320,3026,8261,5841,2879,-518,2717,1008,-9974,4975,6671,37,12795,915,11880,-460,-7907,16819,-3,521,-18041,102390,71301,89881,19491,555,1244,17692,27807,19208,9873,-1275,4863,53573,-2361,-13492,2377,-16571,702,-18580,-28573,9993,-69520,21459
1995:Q1,110333,35265,41812,-8134,138427,11661,0,175210,125036,190788,175632,15549,-393,-65753,20326,-1814,-21663,-14164,5294,1529,-18339,-615,-9550,1167,-9334,-7,-6590,285,-6875,1069,-660,18656,-1,1162,24884,30963,86078,80432,22733,10561,59,12113,49118,29861,16583,2673,-2722,-10079,9139,12244,1357,12506,-1620,5646,-10801,16447,50174,27239
1995:Q2,111096,34090,42427,-7052,140759,12901,0,181186,173848,190196,179296,10773,128,-16348,83101,604,-4429,9622,6885,5312,25108,-825,6692,3264,15988,-11,1163,405,758,656,-718,14150,1,1162,24337,-752,99449,97526,39137,13088,1013,25036,29114,20330,7107,1677,2035,12937,-8556,22859,1359,12922,8578,1923,-11265,13188,7338,21911
1995:Q3,115542,35702,46275,-2458,143141,13204,0,187452,159948,195356,181782,6931,6643,-35408,94178,1402,5936,1410,5272,-5248,-30291,618,-4315,-3523,-23074,3,-1914,312,-2226,1060,-770,20148,1,1162,49612,46398,129586,131426,10774,381,749,9644,10175,10045,-643,774,1382,33534,1461,74100,1357,30435,42308,-1840,-17548,15708,27504,21107
1995:Q4,115050,35266,47511,-640,145574,14888,-444,192539,182277,189776,184973,5245,-442,-7499,149797,1547,22720,6451,7309,-1331,14812,2138,13451,2638,-3499,84,6872,91,6781,1478,-811,33105,6,1162,-20869,77346,157296,158801,13503,-5917,1248,18172,20930,16144,5856,-1071,-1829,44576,-2050,83671,1359,23858,58454,-1505,-12162,10657,10262,12126
1996:Q1,118884,36465,46738,534,148058,13956,0,198229,165593,189602,188291,1376,-65,-24009,108397,2984,-29080,-3839,7889,-12,-13673,-2706,258,-2568,-8771,114,-9692,-1310,-8382,-1753,6657,26365,0,2182,37360,83009,132406,133690,39504,16823,179,22502,22116,11045,6808,4263,7600,-13682,9022,69130,1357,20739,47034,-1284,-17156,15872,32636,5328
1996:Q2,122265,38540,47845,-413,150598,11892,0,197958,174998,197077,192608,4641,-172,-22078,98517,-543,5725,7983,-94,1894,14791,3492,5750,2027,3421,101,-5829,-1168,-4661,264,6916,14021,4,2182,46877,4327,120596,104730,36131,7552,2173,26406,23585,9219,8108,6258,3116,25623,-3729,20004,1357,18285,362,15866,-5940,21806,22959,11011
1996:Q3,122049,38498,50515,1173,153196,12745,0,200151,196462,207095,198664,8357,74,-10633,96217,1078,12500,9152,4120,352,-3100,2560,-10962,3046,2166,90,-4625,-1127,-3498,3701,7088,17374,2,2182,26434,19960,106850,115744,7523,-8727,-26,16276,24166,17407,6345,414,841,-12766,3466,92514,1358,23992,67164,-8894,-18731,9837,3689,19689
1996:Q4,125721,39426,52453,1777,155851,15510,0,206981,181573,213742,203015,7147,3580,-32169,89764,7286,12077,16686,5743,-770,2878,8046,-5049,2554,-2586,-87,8520,-705,9225,6015,7639,10809,-59,2541,-22549,32949,121933,113161,8530,-16594,767,24357,12040,8702,-3918,7256,686,50338,804,40763,1356,19976,19431,8772,-2999,11771,25407,22272
1997:Q1,126101,38472,51988,4629,158563,12497,0,211331,170775,220229,208658,11480,91,-49455,51900,760,2061,3242,8413,-172,-7269,-4813,7310,-9208,-656,98,-1097,6690,-7787,1013,19824,27286,1,432,38085,-40679,101354,98476,41804,12342,801,28661,30479,20072,6296,4111,9512,-22008,12269,26420,2425,21747,2248,2879,-16680,19559,40556,21395
1997:Q2,128561,39441,52546,3924,161251,13485,0,215233,154528,239592,212876,20030,6686,-85064,-15086,4494,-6796,13409,1568,-483,-16619,-988,-14227,-7449,5901,144,4949,6934,-1985,1018,23176,21376,8,432,54325,-115942,69978,78045,48720,10539,1148,37033,26004,15415,795,9794,6356,12930,-4968,-10997,1449,25664,-38110,-8067,-21216,13150,60705,37843
1997:Q3,137160,42560,54245,3777,163913,13039,0,221084,186141,235576,220945,13840,791,-49435,75247,-211,4070,-4529,7449,755,-7057,2618,-3330,-3429,-2891,-25,7524,6840,684,382,24803,20760,8,432,23156,-2294,124682,121994,56386,-1104,1882,55608,30327,7986,8398,13943,444,20263,7195,7379,1449,23336,-17406,2688,-19387,22075,34942,27531
1997:Q4,135282,40887,57168,1760,166550,13754,0,219291,177941,236821,219725,16804,293,-58881,45858,-10112,-9858,22582,6777,558,-8568,7794,-10002,-423,-5991,54,23014,7262,15752,2712,25409,9728,-8,432,-27523,10715,104738,100610,11425,-8051,320,19156,69776,20788,34784,14204,6277,53893,-5154,-35607,3064,25051,-63722,4129,-17506,21635,41350,31284
1998:Q1,120751,40337,59430,3605,169162,13599,0,207350,102157,247682,224464,22859,359,-145526,72988,3976,12992,40654,11438,-845,-7582,-3941,-4996,-688,1823,220,-8548,-2436,-6112,5948,31906,41233,13,3644,34264,-96105,218513,208993,105478,24507,1840,79131,23725,13734,15330,-5339,3989,11893,9831,54078,4357,28063,21658,9520,-11145,20665,105194,53931
1998:Q2,121792,39654,60860,3842,171933,14042,0,211094,187825,240708,228834,9502,2372,-52883,139113,-6538,875,-2029,5130,-1226,-9088,-3334,-2826,-247,-2724,43,-4070,-2823,-1247,12991,32835,25858,18,3644,37460,43254,191996,206291,100509,9386,1650,89473,34694,30873,3672,149,5008,-3373,-9130,78583,4500,30428,43655,-14295,-23622,9327,23269,43655
1998:Q3,125237,40459,59817,4773,174864,10989,0,215587,323256,244120,230580,11856,1683,79137,177079,-2192,-3543,-1402,13778,761,4156,2431,1268,1252,-676,-119,-4072,-2713,-1359,-2433,29452,23521,11,3644,47640,67759,97943,154397,43017,14381,1517,27119,41751,29858,5000,6893,5350,22212,8644,33422,4547,22568,6308,-56454,-59547,3093,-107670,39522
1998:Q4,118624,38218,60927,3523,177954,14319,0,215276,217937,249434,236600,12932,-97,-31497,354296,12133,-25882,-9009,12539,956,13506,8132,3323,2321,-55,-215,269,-3389,3658,5918,35597,16149,-16,3644,-32038,320530,385793,414849,14391,-23914,754,37551,82543,21059,36186,25298,10491,26875,-4501,285050,-523,15450,270123,-29057,-116021,86964,-2662,48478
1999:Q1,120683,41344,56233,6047,181204,16671,0,227027,206282,259778,242153,18065,-439,-53496,217204,5717,-8969,3047,11219,567,92,1060,-623,715,-1014,-46,-10139,-6061,-4078,24988,113253,38115,-3,2462,53495,-16641,270700,286872,86238,30928,1380,53930,50466,5824,33150,11492,15595,2669,5262,126642,-3114,39393,90363,-16172,-12569,-3603,20745,49422
1999:Q2,124711,41192,56625,944,184441,18229,0,230509,254743,255513,247841,7984,-312,-770,236539,-3892,18836,15362,-1271,-1341,1394,6862,-1889,39,-3638,20,-6971,-6567,-404,13915,120854,31288,11,2462,80851,-34960,237308,240838,70893,8479,1154,61260,2828,3879,-12235,11184,8731,41661,1616,115109,-3966,28482,90593,-3530,-80384,76854,-24235,43234
1999:Q3,121506,41183,53270,-3626,187667,13580,-878,225553,321041,265203,253914,10956,334,55838,321036,1147,5613,3708,7619,2655,9729,263,88,1082,8327,-31,-7675,-6674,-1001,11713,112930,47493,5,2462,76710,46927,265198,275709,76267,6915,1680,67672,28870,16129,-101,12842,14275,69221,2651,84425,-5037,21781,67681,-10511,-21434,10923,-95489,53231
1999:Q4,122655,42745,58539,-7319,190881,21549,0,226481,126465,275604,255845,20189,-430,-149139,183673,-2030,14094,22172,17497,-296,-5928,-14,-1771,-29,-4421,307,-4086,-6341,2255,5515,129354,26891,-8,2462,-1896,-20069,332812,269793,16191,-8954,849,24296,39088,13380,7269,18439,14088,64923,-2555,138058,-6253,25595,118716,63019,17115,45904,100016,70672
2000:Q1,120773,44029,60830,-6310,194083,21974,0,225662,157201,274698,267974,7080,-357,-117497,238796,4290,-12319,-2468,7549,2202,7067,-1558,2461,2789,3227,148,-3775,516,-4291,-8646,-41737,40363,-8,83,82655,163540,356293,277705,75203,30471,436,44296,58676,15507,35989,7180,6222,48345,11724,77535,-2014,-690,80239,78588,49192,29396,68461,71010
2000:Q2,119680,43887,64152,-5262,196485,25294,0,228158,246743,295912,276972,19259,-319,-49169,388031,-6008,15887,15388,-7072,-2052,12085,3238,2097,2884,3833,33,2731,267,2464,-838,-40512,49379,11,83,110771,238178,437200,386153,68835,36047,118,32670,51937,20480,20894,10563,9883,83026,-2512,174984,-6779,43365,138398,51047,-26850,77897,-18585,93048
2000:Q3,110666,38448,65888,-2271,198086,28014,0,230159,252109,293643,280670,13133,-161,-41534,365418,-15744,24412,15514,5599,-180,3783,8961,-837,844,-5144,-41,702,-308,1010,6299,-40008,26873,9,83,81400,256677,406952,364990,51069,10195,557,40317,-3797,5403,-13345,4145,36274,88113,112,193219,-5291,35485,163025,41963,11731,30232,-21950,91498
2000:Q4,100080,38722,60457,-2966,198887,27479,0,224301,499383,291758,281251,10844,-337,207625,491811,10031,6926,7032,11055,-1559,-3755,-480,-5036,-3510,5020,251,6589,403,6186,-8006,-36771,30935,5,83,6815,462431,284186,299401,-2760,-28637,250,25627,50532,9564,34218,6750,3891,93768,-2364,156334,-5008,39771,121571,-15216,-69963,54748,-275082,94936
2001:Q1,95470,29380,60400,-4588,201940,25186,0,228227,279344,270682,277972,-7909,620,8662,203267,-7101,-63492,-17886,32536,-855,-11494,-3094,-1997,-1139,-5297,33,-5546,515,-6061,4199,-52254,32841,-1,1076,7795,283449,194605,159871,77435,-25227,482,102180,-38882,-13973,4262,-29170,24335,-35214,4868,127329,-2230,48639,80920,34734,14314,20420,-51117,67641
2001:Q2,93271,28485,56560,-271,204279,25048,-1325,238606,149365,269512,271929,-2019,-398,-120147,24230,165,5706,-3873,12953,-153,-1355,1756,-45,544,-3215,-395,-1979,237,-2216,-2743,-55141,32385,50,1076,4633,32506,144376,105009,91362,-29363,1147,119578,-997,-36024,21918,13109,9448,-26420,-5292,36909,-6418,28069,15258,39367,-5192,44559,89241,55953
2001:Q3,81146,25419,64369,4195,209628,26178,-11207,242567,420881,258557,266123,-7075,-491,162324,183120,-2724,-1650,1230,25621,300,5205,111,801,1375,2911,7,-2769,619,-3388,4774,-46878,28649,12,1076,-42593,212868,20797,30229,19853,-16685,590,35948,-1086,-26235,2113,23036,9161,-28773,25557,5517,-7136,18268,-5615,-9433,-20034,10601,-178314,42169
2001:Q4,55156,22926,64090,8708,218144,36663,0,231655,139732,237236,255120,-17266,-618,-97504,-42048,1148,6298,29306,29040,484,7801,3631,-12,1336,2994,-148,4387,1160,3227,3786,-51703,19133,12,1076,-91151,-1664,55457,33400,32963,-11845,1281,43527,-23982,-32070,-26187,34276,9230,-13324,-22080,50592,-8799,31924,27468,22057,7433,14624,91923,42244
2002:Q1,69453,20884,62940,11359,225507,25354,3,247847,186996,254483,246387,8820,-725,-67487,34833,1155,5986,-4310,-3092,-1307,-421,-5502,3812,786,504,-21,-4448,301,-4749,7267,-567,33547,2,-44,37458,-36393,102320,85217,27326,-14743,-187,42256,-19539,-14322,-4720,-497,5339,3144,4022,64925,4957,16788,43180,17103,-1188,18291,60851,31990
2002:Q2,85472,21783,64995,3526,226433,22675,3,251327,337913,233554,240427,-6128,-746,104360,174512,1828,-309,2754,-5867,2994,3515,551,4475,639,-2017,-133,1253,690,563,8261,-489,24871,19,-44,20150,115576,70152,32203,12441,-21529,817,33153,-12204,-46806,17771,16831,-20175,430,3513,48197,-2372,7330,43240,37950,11525,26425,-86587,4902
2002:Q3,98641,22933,60174,-2819,226791,19708,0,259215,390167,255592,237688,18518,-614,134575,134566,1500,-5452,-15647,-2514,-385,12790,5038,3212,-838,5405,-27,1536,843,693,-66,-403,33039,10,-44,-43027,153229,-9,-5660,-15478,-5031,848,-11295,7036,-19919,10116,16839,-12524,672,12475,2159,4354,11464,-13659,5652,-20100,25752,-130952,16085
2002:Q4,116137,25477,66612,-3200,226428,27527,-6,274809,137593,233580,235661,-1524,-556,-95987,33769,587,-13192,27384,17123,889,5119,4533,3003,-1243,-1092,-82,5605,367,5238,5236,-434,18384,10,-44,-112963,80064,129755,104091,-5434,-16610,1457,9719,21526,-21616,8700,34442,9512,15475,-8101,71113,-5414,45259,31268,25664,2313,23351,137215,-13702
