date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,LM153091003.Q,FL153020005.Q,FL153030005.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
1984:Q1,15052139,5648683,4392635,3815839,576796,45872,14989,1195187,9403456,7190,300197,1792411,163904,476061,164045,17247,255286,39483,211993,101004,110989,0,867350,2453507,100040,247938,2676446,0,106420,1826024,43368,1748048,1144101,452010,19588,100544,31805,18659,15949,13226115,120000,ND,ND,ND,2832672,2754916,77756,320487,2815063,469.8337165803879,2671738,70.01705260625513
1984:Q2,15346851,5826507,4541059,3953991,587068,46612,15202,1223634,9520344,7280,307729,1861428,166718,528482,190569,18352,274693,44868,213002,100597,112405,0,805710,2442995,100241,249458,2728281,0,109020,1891030,45649,1810303,1177677,479799,17216,101793,33818,19478,15600,13455821,133000,ND,ND,ND,2875047,2796468,78579,326640,2888212,465.8875897423239,2776314,70.21548607470275
1984:Q3,15735716,5993672,4684988,4087621,597367,47316,15499,1245869,9742044,7026,306037,1913406,167650,562139,207324,21295,290727,42793,217863,103196,114667,0,839090,2439217,113338,250814,2814025,0,111439,1946767,48212,1863086,1211497,501839,14718,100118,34914,20214,15255,13788949,146000,ND,ND,ND,2921333,2841827,79506,331774,2948522,467.65629844855425,2876124,70.36180702662992
1984:Q4,16088408,6150304,4816923,4209390,607533,48100,15698,1269583,9938104,6902,327378,1975034,194318,557401,196209,28852,291045,41295,214585,111576,103009,0,835651,2445060,119018,252717,2895856,0,114184,2013847,51171,1926457,1243294,526584,19631,101644,35304,21111,15108,14074561,159000,ND,ND,ND,2967423,2887002,80421,336794,2991250,470.52440795359604,2966096,70.46379641705805
1985:Q1,16565447,6324809,4960818,4345136,615682,48555,15968,1299468,10240638,7017,321737,2018349,201589,630574,222003,27955,318434,62182,225828,102102,123726,0,882999,2448780,135840,254827,2996873,0,116225,2088085,53635,1997650,1304981,536023,18349,101284,37013,21729,15071,14477362,179500,ND,ND,ND,3001042,2919873,81169,341818,3019219,479.50683837433274,3040155,69.96685489245907
1985:Q2,16979490,6521392,5130422,4508123,622299,49116,16221,1325633,10458098,6812,332403,2044858,207124,644208,199673,41449,331444,71642,242922,117172,125750,0,934893,2434438,162766,257670,3067036,0,122968,2163678,56013,2069895,1343287,559592,24054,105823,37139,22590,15180,14815812,200000,ND,ND,ND,3028097,2946362,81735,345041,3104431,477.2472561425328,3164836,70.20296473720882
1985:Q3,17277106,6732066,5315273,4684390,630883,49694,16487,1350612,10545040,7207,344072,2073824,203542,676119,215733,36538,347919,75929,236561,114478,122083,0,865657,2446743,179161,260483,3118280,0,133392,2255688,57850,2158904,1402164,585905,20334,112784,37717,23655,15279,15021418,220500,ND,ND,ND,3071060,2988324,82736,349179,3120151,481.4324197349535,3282226,70.06730865705033
1985:Q4,17890656,6937161,5492906,4851839,641067,50419,16706,1377130,10953495,7791,338859,2101333,206063,710160,204148,26235,396557,83220,253306,137132,116174,0,1014295,2508612,219442,264250,3184150,0,145234,2369161,81334,2248394,1450249,610574,26136,122919,38516,24224,15209,15521495,241000,ND,ND,ND,3130579,3046413,84166,353560,3176512,488.6332727231352,3401590,70.10929257957653
1986:Q1,18410255,7076987,5606479,4956078,650401,51159,17057,1402292,11333268,7952,351593,2124231,223253,710590,178454,23010,401061,108065,255697,140582,115115,0,1145443,2544918,275257,268176,3276772,0,149386,2393253,78698,2274646,1476952,606799,25032,125798,40065,24941,14968,16017002,263000,ND,ND,ND,3194151,3108462,85689,359060,3242404,493.9854009037084,3479126,70.19917765620315
1986:Q2,18855533,7264499,5758746,5099152,659594,52297,17420,1436036,11591034,8126,385015,2140134,234247,725203,157228,26301,414905,126769,250757,135422,115335,0,1189856,2565484,312493,272767,3352779,0,154172,2458951,78393,2340502,1525857,627891,17137,126441,43176,25508,14548,16396582,285000,ND,ND,ND,3253183,3166121,87062,364529,3279727,499.9374022132253,3573295,70.07625973887423
1986:Q3,19127229,7464725,5910883,5241843,669040,53402,17745,1482695,11662504,8447,403893,2174439,250254,724451,177245,27121,401511,118574,254381,141445,112936,0,1069515,2599522,338139,277335,3401998,0,160129,2545440,79199,2426231,1587994,649888,13052,129755,45542,25881,14129,16581789,307000,ND,ND,ND,3323165,3234452,88713,369619,3315453,500.136437462701,3653849,69.7054261258874
1986:Q4,19784550,7644160,6049418,5370919,678499,54289,18069,1522384,12140390,8753,456032,2223118,246652,758333,189326,28333,415426,125248,269635,157033,112602,0,1230927,2626878,375743,282494,3496174,0,165650,2632598,78372,2513855,1649024,666355,22885,132416,43175,26486,13885,17151952,329000,ND,ND,ND,3388026,3297809,90217,374980,3335966,514.1524705640684,3721895,69.29717242058575
1987:Q1,20416539,7820609,6192570,5507465,685105,55365,18524,1554150,12595930,8687,420106,2235686,258846,771169,163877,24622,439311,143359,273617,155333,118284,0,1449383,2657069,453009,289559,3605600,0,173200,2638075,78339,2516583,1681564,644317,18688,126023,45991,29297,13856,17778464,347750,ND,ND,ND,3452489,3361124,91365,378884,3392286,524.0850703655282,3825901,69.46754995265518
1987:Q2,20799582,8009484,6345840,5652809,693031,56214,19002,1588428,12790098,8525,432879,2268596,256795,828690,180025,23579,467885,157201,275079,156709,118370,0,1421873,2675852,458493,295941,3687124,0,180250,2731360,78188,2609062,1752706,660313,19610,129548,46885,29914,14196,18068222,366500,ND,ND,ND,3508387,3416111,92276,384311,3389595,533.0495680638313,3900103,68.99407002783926
1987:Q3,21294417,8195217,6493503,5791918,701585,57090,19498,1625126,13099200,8400,437622,2308891,262175,884211,191885,25247,495166,171913,276956,158702,118254,0,1481749,2696523,458924,303247,3793631,0,186870,2809137,77948,2686665,1802929,679637,25738,131715,46646,30018,14506,18485280,385250,ND,ND,ND,3566927,3473674,93253,390357,3483129,530.7090354510387,3988989,68.8716414838746
1987:Q4,21296658,8330141,6598723,5886157,712566,58601,20155,1652662,12966517,9759,451128,2364522,272141,891614,205927,31547,522223,131917,288410,170581,117829,0,1189960,2733333,404113,313725,3800959,51818,195035,2877269,78073,2740684,1829012,698640,26822,132545,53665,43105,15407,18419389,404000,ND,ND,ND,3628634,3534331,94303,398184,3563869,516.8368713763288,4057145,68.92689066907322
1988:Q1,21849203,8514062,6753305,6027537,725768,59712,20947,1680098,13335141,9724,442335,2430023,296133,894226,202399,28152,530641,133034,295867,177890,117977,0,1295822,2777691,422040,319905,3899209,52512,199654,2922185,78178,2784996,1875971,693732,28582,131007,55704,43741,15270,18927018,420000,ND,ND,ND,3685772,3590672,95100,405537,3651096,518.3927725215731,4151566,68.87665724822594
1988:Q2,22368853,8751511,6950051,6213264,736787,60742,21684,1719034,13617342,10130,446878,2467228,278076,926434,229600,22655,546465,127714,300460,181998,118462,0,1376542,2812747,428843,327303,3985537,53230,203935,3007998,78285,2869983,1942504,710128,27891,132444,57016,44405,15325,19360855,436000,ND,ND,ND,3750552,3654474,96078,410794,3733634,518.5525616080345,4270760,68.73617473843055
1988:Q3,22770911,8929484,7087072,6339667,747405,61706,22332,1758374,13841427,10318,445683,2511476,275807,973617,252705,26662,570723,123527,303954,184736,119218,0,1405668,2842805,424255,333606,4050991,53960,209288,3089056,78989,2949512,2000012,725838,30938,134396,58328,45069,15486,19681855,452000,ND,ND,ND,3809258,3712366,96892,416023,3818096,515.4887508675854,4339655,68.4524124058882
1988:Q4,23340095,9094409,7207766,6448126,759640,63306,23011,1800326,14245686,10708,460921,2551343,285064,1063083,273490,48052,593821,147720,307509,187191,120318,0,1525881,2877591,420389,341893,4131095,54690,215520,3163638,79564,3022530,2055294,745206,27035,136759,58236,45709,15835,20176457,468000,ND,ND,ND,3877884,3779939,97945,421681,3893495,518.2094026728848,4392832,68.12571590567555
1989:Q1,23818640,9256889,7332485,6562274,770211,64584,23750,1836070,14561751,11153,441356,2578331,310778,1100640,285928,43661,592679,178373,312964,192163,120801,0,1593387,2918621,427100,345669,4246627,56182,218941,3208293,79271,3063500,2089337,753193,31561,128953,60456,49781,15741,20610346,487500,ND,ND,ND,3937058,3838492,98566,427644,3980878,517.7336804405483,4472937,68.16138247199065
1989:Q2,24329827,9431993,7477745,6695064,782681,65729,24499,1864020,14897834,11032,437556,2577496,332092,1121750,304351,37062,598734,181603,323035,199938,123097,0,1675815,2954342,456276,354363,4373749,57698,222630,3296740,79517,3147540,2146954,769617,32793,136005,62171,53833,15850,21033087,507000,ND,ND,ND,4017577,3917846,99731,435032,4021334,523.0375517368145,4548110,67.93228055773626
1989:Q3,24955453,9674610,7685986,6893169,792817,67215,25229,1896180,15280843,11268,434827,2604839,364163,1148622,305982,47647,608810,186183,320107,194655,125452,0,1808312,2969623,476389,360192,4495950,59202,227349,3381112,80471,3226784,2211154,784207,30530,137172,63721,57881,15976,21574341,526500,ND,ND,ND,4060043,3960057,99986,440919,4071738,529.8558190625837,4682015,67.9225292459825
1989:Q4,25436731,9817681,7797521,6994317,803204,68558,26019,1925583,15619050,11874,451978,2631287,378599,1164669,273367,73403,623816,194083,341485,213170,128315,0,1886378,2996828,468721,371631,4622900,60666,232036,3464612,82715,3303304,2260581,809285,31077,136916,65445,61944,16649,21972119,546000,ND,ND,ND,4118329,4017703,100626,446678,4139149,530.8366220745963,4733736,67.67974128138601
1990:Q1,25550366,9869598,7805824,7012984,792840,70032,26759,1966983,15680768,11755,437567,2647604,405408,1162877,253565,79623,638985,190705,378576,247013,131563,0,1773060,3016393,461905,377994,4704882,62157,240590,3532855,82882,3368918,2335399,792320,32533,141492,67174,64759,16296,22017511,568750,ND,ND,ND,4178250,4076681,101569,452697,4232899,520.1520540900664,4677585,66.69892872991012
1990:Q2,25917776,9968788,7877721,7085162,792559,71143,27537,1992387,15948988,12312,446238,2642633,390937,1203834,258220,95217,653596,196801,387586,253467,134119,0,1831014,3045548,484148,386121,4812871,63600,242145,3605963,83695,3438381,2395917,798712,32020,143002,68730,67577,16310,22311813,591500,ND,ND,ND,4221272,4119158,102114,458130,4302906,518.5289523476091,4689245,66.18402642028511
1990:Q3,25853010,10074386,7957269,7162726,794543,72647,28316,2016154,15778624,12949,445940,2656928,413995,1251280,296175,104876,653499,196730,400623,263766,136857,0,1506352,3077698,444432,392530,4863907,65041,246949,3669545,84265,3498606,2447266,812302,30188,138382,70468,70403,16271,22183465,614250,ND,ND,ND,4261081,4158482,102599,464172,4358183,509.007191864589,4715460,65.83331653339805
1990:Q4,26369586,10083770,7941478,7146396,795082,74319,28931,2039042,16285816,13427,462874,2682304,420793,1310346,308169,115062,659601,227514,427160,287926,139234,0,1705347,3094227,470940,399250,4981134,66526,251488,3736231,85694,3560532,2489811,824391,31355,142245,72730,73241,16764,22633355,637000,ND,ND,ND,4286949,4184180,102769,469035,4380538,516.6797966689799,4656585,65.15990129850067
1991:Q1,26902945,10111638,7938060,7147403,790657,75981,29813,2067784,16791307,13959,473866,2683771,468104,1283016,297501,91062,655520,238933,436526,296166,140360,0,1997328,3082407,516151,406098,5109390,67534,253157,3762152,85495,3584527,2529692,802207,33900,143822,74906,75492,16638,23140793,671750,ND,ND,ND,4313802,4211085,102717,476562,4416999,523.9030520806195,4617711,64.60683467827405
1991:Q2,27056088,10181563,7990366,7202811,787555,76825,30674,2083698,16874525,13957,475773,2636427,446878,1325136,304718,94069,676085,250265,439011,296800,142211,0,1967421,3084979,537636,415029,5208343,68578,255357,3827516,86925,3646416,2590650,801306,32075,145288,77097,77760,16415,23228572,706500,ND,ND,ND,4348863,4246036,102827,480552,4474407,519.1430385150907,4612161,64.03279497407331
1991:Q3,27430096,10251935,8039248,7270390,768858,77694,31518,2103475,17178161,14409,481127,2616478,442742,1340423,311588,98499,692267,238070,452991,310134,142857,0,2093154,3076147,585136,419933,5328403,69630,257588,3869727,89027,3684477,2614503,802500,32550,155634,79290,80031,16192,23560370,741250,ND,ND,ND,4388162,4285163,102999,483249,4522073,521.0081664716467,4655887,64.0390288553984
1991:Q4,28081777,10308658,8080373,7330585,749788,78767,32071,2117447,17773119,14565,510219,2600463,445494,1346871,313705,101105,694679,237382,477762,336632,141130,0,2460159,3051486,646801,427029,5460091,70666,261513,3953577,89511,3765718,2667879,815581,33942,166846,81470,82286,16062,24128200,776000,ND,ND,ND,4386102,4283892,102210,481235,4590565,525.604143868375,4662706,63.606192275241334
1992:Q1,28120883,10376639,8131694,7394546,737148,80072,32669,2132204,17744244,14566,523488,2448803,467341,1393715,345052,108098,693867,246699,464225,324554,139671,0,2384657,3037102,670372,434387,5568800,71283,265505,3973908,90587,3783864,2708276,793353,35198,163903,83134,83452,16005,24146976,800250,ND,ND,ND,4404061,4302401,101660,484657,4708396,512.8492923630216,4686270,63.374688182344116
1992:Q2,28285217,10441605,8173841,7448054,725787,80953,33590,2153221,17843612,14953,531345,2414399,448536,1383610,353279,95770,686146,248416,471484,333371,138113,0,2349068,3030836,714710,439014,5703697,71900,270059,4018011,91820,3825583,2741243,792332,36406,170803,84799,84618,15990,24267206,824500,ND,ND,ND,4485038,4382512,102526,489988,4784123,507.24460256621865,4706811,63.195172725654245
1992:Q3,28737310,10565838,8277602,7563988,713614,82043,34469,2171724,18171472,15504,554845,2385646,439888,1408439,374432,111477,686746,235784,473610,337089,136521,0,2433807,3041370,767030,448765,5855219,72519,274830,4085869,91436,3892626,2795878,801933,35837,172516,86463,85784,16023,24651441,848750,ND,ND,ND,4544330,4441228,103102,495781,4835461,509.80538495459575,4768110,63.03698736698154
1992:Q4,29411576,10665051,8353177,7652203,700974,82840,35566,2193468,18746525,15600,618130,2355243,424952,1410803,396129,115680,653249,245745,477652,343316,134336,0,2769023,3030265,815039,457341,6020364,73138,278975,4159136,91891,3964185,2840902,824769,37172,173216,88127,86950,16110,25252440,873000,ND,ND,ND,4644247,4539926,104321,503019,4890790,516.3264036987753,4811301,62.874723396647994
1993:Q1,29759037,10695110,8369238,7670105,699133,83414,35844,2206614,19063927,15445,594584,2310884,433407,1441063,406528,102274,649309,282952,497853,365522,132331,0,2828900,3067861,891599,465502,6160335,74205,282289,4167217,92579,3969522,2854704,807262,36092,180821,90643,88888,16228,25591820,903000,ND,ND,ND,4730664,4625637,105027,509426,4938702,518.189190161899,4815401,62.78141941994275
1993:Q2,30114065,10834811,8478022,7780087,697935,83929,36414,2236446,19279254,15352,614344,2287502,424119,1419885,399755,68934,642697,308499,516792,386526,130266,0,2828075,3102719,965013,474715,6270438,75274,285026,4235597,93812,4034610,2908346,818662,33081,181364,93157,90827,16348,25878468,933000,ND,ND,ND,4819281,4713559,105722,516476,4987377,518.8793170591617,4871741,62.61807612177087
1993:Q3,30636958,10984907,8597723,7896020,701703,84400,36717,2266067,19652051,14697,639638,2271959,420899,1425446,397676,64076,628568,335126,514599,386436,128163,0,2923630,3150407,1048508,484439,6392528,76341,288959,4322616,93740,4119643,2958532,842668,31022,191748,95673,92765,16468,26314342,963000,ND,ND,ND,4900596,4794387,106209,523343,5013209,524.9001635213016,4937488,62.531354150572064
1993:Q4,31185413,11136596,8711539,8006742,704797,85114,37695,2302248,20048817,15757,671846,2231713,430286,1478849,439998,46216,605641,386995,519813,393744,126069,0,3059332,3189137,1099943,494325,6489549,77410,290857,4416834,92952,4212587,2999676,886169,28329,199503,98910,94704,16591,26768579,993000,ND,ND,ND,4959167,4853047,106120,530789,5077153,527.2360034240935,5007066,62.53562260405043
1994:Q1,31387094,11248766,8798482,8082369,716113,86054,38072,2326158,20138328,15716,648600,2232675,443819,1581847,476700,102462,596489,406197,525830,401763,124067,0,2922364,3246396,1073303,500724,6574365,78557,294131,4449715,93617,4243513,3029953,883876,30025,200950,98709,95856,16729,26937379,1008750,ND,ND,ND,5062412,4955272,107140,537864,5128478,525.2509387476755,5052416,62.51157067933918
1994:Q2,31685356,11403893,8918832,8190463,728369,86834,38613,2359614,20281463,16847,638709,2200127,437726,1664672,503244,124247,606933,430248,523942,402008,121934,0,2863951,3314135,1061616,507885,6675615,79702,296537,4535862,94724,4327253,3075116,918580,32040,203009,98508,97008,16877,27149495,1024500,ND,ND,ND,5139233,5031791,107442,544327,5208541,521.249513134836,5115347,62.4549212907744
1994:Q3,32175700,11554846,9031651,8293641,738010,87310,39371,2396514,20620854,17357,628554,2217720,447532,1695224,529362,141271,584132,440460,524657,404882,119775,0,2914527,3363972,1100712,525937,6802846,80849,300966,4625640,95193,4415268,3121544,959953,32497,202966,98308,98161,17018,27550060,1040250,ND,ND,ND,5235850,5127691,108159,554134,5276837,522.0941947351715,5172097,62.362195325310076
1994:Q4,32516176,11662710,9110696,8361797,748899,87566,40312,2424136,20853466,18847,643567,2203410,468051,1821825,587988,177249,576500,480088,526345,409103,117242,0,2964718,3412886,1019327,531939,6856293,81996,304262,4746725,96138,4534113,3166443,1021168,34748,213648,98106,99312,17162,27769451,1056000,ND,ND,ND,5345804,5236658,109146,565159,5377530,516.3978830445292,5195354,62.13203071062355
1995:Q1,33109903,11759563,9169218,8415203,754015,88129,41520,2460696,21350340,20324,623629,2249580,488421,1793818,594794,149771,552850,496403,531445,416259,115186,0,3180914,3449728,1058545,544664,7015411,82973,310888,4777498,96515,4561849,3192436,1024546,36102,210692,98073,101791,17343,28332405,1114000,ND,ND,ND,5435963,5325893,110070,572132,5449491,519.9092025259747,5222767,62.06347238444515
1995:Q2,33796079,11881627,9266311,8508308,758003,89139,41845,2484332,21914452,22461,628300,2286024,517225,1763156,593337,156100,524416,489303,533829,420735,113094,0,3392418,3490749,1126823,560644,7191347,83950,317526,4870353,97003,4651547,3238836,1063126,38755,212790,98040,104270,17533,28925727,1172000,ND,ND,ND,5488025,5377788,110237,576231,5496388,526.2679158812954,5269472,61.933251593618856
1995:Q3,34373234,11818659,9181393,8413137,768256,89696,42546,2505024,22554575,22103,594636,2318196,530516,1799215,583494,176750,519373,519598,535264,424261,111003,0,3657583,3549924,1200705,569996,7374720,84929,316789,4984774,96364,4763934,3290338,1109599,41330,224660,98007,106749,17727,29388460,1230000,ND,ND,ND,5537062,5426759,110303,582934,5568821,527.7321801966954,5122799,60.89047676271051
1995:Q4,35185393,11929586,9267737,8489248,778489,90118,42425,2529306,23255807,23356,597298,2334521,556982,1851096,573872,204417,493532,579275,555829,446628,109201,0,3981393,3596521,1239948,580205,7532527,85906,320224,5080532,96359,4857024,3320508,1168160,48120,222262,97974,109227,17922,30104861,1288000,ND,ND,ND,5595474,5484922,110552,588166,5625106,535.1874451445642,5168740,60.885726273987984
1996:Q1,35827774,12072254,9376466,8590662,785804,90216,43129,2562443,23755520,26021,583558,2405964,609954,1841864,566296,199324,485387,590857,566452,459177,107275,0,4101021,3626815,1317576,584946,7682652,87640,321057,5151998,97616,4924718,3378859,1162207,41156,243692,98805,111560,18104,30675775,1332750,ND,ND,ND,5662148,5551112,111036,591709,5708977,537.32525613078,5211803,60.66823546311099
1996:Q2,36419721,12204236,9491574,8700808,790766,90250,43596,2578816,24215485,27693,565312,2421026,599424,1919703,562463,255823,483503,617914,560962,455714,105248,0,4235968,3666868,1407588,593543,7805837,89374,322188,5253090,99207,5021688,3432208,1196579,47708,245556,99637,113893,18302,31166631,1377500,ND,ND,ND,5736378,5624761,111617,597010,5799069,537.4419825651695,5268600,60.55300082475099
1996:Q3,36832516,12338514,9598427,8808093,790334,90889,44023,2605175,24494002,31693,548099,2456169,621546,1934419,584140,292250,461633,596396,559257,456081,103176,0,4220792,3700028,1458120,608575,7938662,91108,325533,5352206,100371,5117113,3489362,1229847,50336,247099,100469,116226,18496,31480310,1422250,ND,ND,ND,5842759,5729949,112810,607832,5869286,536.3567155719574,5318731,60.38458687936197
1996:Q4,37673753,12485026,9721306,8889105,832201,91444,44347,2627929,25188727,35469,537853,2471577,652572,1961510,600342,321042,448107,592020,599132,498022,101110,0,4454640,3782559,1489156,624626,8158315,93198,328121,5453533,102440,5214108,3538631,1273878,44805,255764,101031,118300,18685,32220220,1467000,2430,37,2393,5915880,5802519,113361,615515,5939133,542.5071303591523,5350474,60.191371572278655
1997:Q1,38016727,12648181,9853712,8963588,890124,92079,45346,2657044,25368546,34112,511103,2513146,693981,1851089,606137,301406,421316,522231,588506,489408,99098,0,4477073,3877397,1504645,636314,8254724,95074,331381,5495991,103523,5253010,3580947,1254175,53145,262837,101907,120706,18752,32520736,1532250,2639,78,2561,5986061,5871726,114335,624923,6020067,540.2055486623043,5382641,60.050075148478484
1997:Q2,39499861,12803878,9997599,9095169,902430,92857,46457,2666965,26695983,34459,506107,2539029,685712,1864913,560022,321066,438935,544890,603756,506492,97264,0,5156116,3949294,1688644,653819,8582369,96950,334814,5592989,106529,5344523,3632394,1278038,57168,274140,102783,123112,18825,33906872,1597500,2856,128,2728,6060457,5945085,115372,634028,6087066,557.0314481689796,5462775,60.06238014928586
1997:Q3,40659409,12979568,10148290,9213319,934971,93923,47361,2689994,27679841,36014,472479,2600604,714233,1890300,544904,331549,441366,572481,605729,510197,95532,0,5498744,4033793,1860047,670936,8857793,98826,340342,5714580,107244,5462915,3717470,1305805,43708,292273,103659,125518,18903,34944829,1662750,3080,194,2886,6155779,6038992,116787,644902,6175301,565.8805858495134,5495849,59.65113592615212
1997:Q4,41375287,13201253,10340984,9330289,1010695,94611,47697,2717961,28174034,37179,501800,2616144,744849,1910371,513561,372055,464286,560469,624625,531193,93432,0,5653021,4161482,1880014,678819,8924653,100702,340374,5811619,109571,5555136,3754709,1344165,55874,295854,104535,127924,18988,35563667,1728000,3290,247,3043,6247659,6129543,118116,656471,6286188,565.7429794609982,5575580,59.7578503731235
1998:Q1,43060878,13418176,10533337,9499670,1033667,96610,48168,2740061,29642702,36817,466873,2643038,806597,1912782,520642,334346,458365,599429,648705,557516,91189,0,6366038,4208022,2122187,691038,9294771,103167,342668,5868440,113584,5606102,3809955,1324043,59460,305573,107071,129805,18949,37192438,1833500,3452,322,3130,6320395,6201366,119029,670248,6420339,579.2908748158687,5689715,59.893813890377245
1998:Q2,43908953,13731033,10815372,9738045,1077327,98819,49134,2767708,30177920,37785,471815,2631727,821838,2022784,507362,371037,483568,660817,661175,572295,88880,0,6419595,4299880,2216264,702518,9443963,105632,342944,6008934,117536,5740462,3888624,1367744,57331,317156,109607,131686,19250,37900019,1939000,3592,376,3216,6423243,6302776,120467,682436,6522052,581.1057470416107,5849421,60.06771636401351
1998:Q3,43371028,14005198,11057263,9969257,1088006,101158,50048,2796729,29365830,39500,461071,2641329,894009,2079371,516925,442083,478394,641969,698189,611486,86703,0,5692228,4357277,2019847,704873,9323858,108097,346180,6125773,118674,5854782,3965333,1400718,61210,315378,112143,133567,18750,37245254,2044500,3700,405,3295,6548029,6425756,122273,693022,6607201,563.7069984673969,6003924,60.224383722879246
1998:Q4,45556482,14291826,11302939,10192809,1110130,103614,51510,2833763,31264656,37725,519874,2693640,954349,1967219,473147,455435,464938,573699,693694,605403,88291,0,6735696,4381490,2277198,734727,9811788,110562,346694,6273242,121329,5998849,4057983,1441272,67444,317471,114679,135448,17616,39283240,2150000,3900,527,3373,6670661,6546662,123999,703652,6674156,588.587384775546,6134826,60.1877880768687
1999:Q1,45953708,14495642,11475857,10389337,1086520,106422,52093,2861270,31458066,39368,508075,2688342,1012262,1957294,424805,445779,469051,617659,692364,602254,90110,0,6701720,4340208,2319259,746927,9994091,111283,346872,6361674,123350,6082508,4137208,1442398,65099,322292,115511,136923,18893,39592034,2275250,4347,648,3699,6802175,6676714,125461,715835,6758699,585.7937116250104,6252129,60.178322736089896
1999:Q2,47243430,14829386,11762352,10663484,1098868,108925,53264,2904845,32414044,40486,479760,2688072,991575,1898252,380311,467528,463633,586780,694126,602546,91580,0,7235367,4426929,2475463,766393,10257751,112004,347866,6518164,126171,6234619,4233758,1471581,67229,345708,116343,138398,18976,40725266,2400500,4818,794,4024,6946800,6819665,127135,727618,6801647,598.7559443333222,6429726,60.29667311359027
1999:Q3,47418057,15225278,12109103,10953170,1155933,111451,54022,2950702,32192779,41170,463880,2732601,1024374,1855581,354705,494218,433329,573329,716549,623188,93361,0,6932666,4593150,2359852,769442,10236562,112725,354227,6679999,128874,6392232,4351793,1511895,61639,349730,117175,139873,19020,40738058,2525750,5203,876,4327,7074012,6945521,128491,739782,6887387,591.4878578891683,6601377,60.269096617691496
1999:Q4,50142891,15539085,12377893,11196005,1181888,114288,55811,2991093,34603806,40659,498472,2781759,1120484,1701747,426649,489091,420013,365994,763459,668527,94932,0,8247987,4648560,2743340,821954,10703989,113446,417951,6852860,131742,6559969,4435042,1553622,60472,392826,118007,141348,19801,43290032,2651000,5750,1121,4629,7201103,7071300,129803,753280,7019003,616.7547126152064,6760963,60.38728492886525
2000:Q1,51353901,15953871,12731448,11590598,1140850,117663,56841,3047919,35400030,45150,463109,2861431,1186131,1581087,365073,474675,430050,311289,771675,676491,95184,0,8595167,4614849,2950341,839921,10952022,115974,423173,6959704,132517,6665269,4497268,1553765,62949,430468,120819,142860,19058,44394197,2645500,6785,1448,5337,7375745,7243583,132162,766938,7199618,616.618783523332,7093330,61.19900008610427
2000:Q2,51568848,16539940,13256200,12039579,1216621,121090,57942,3104708,35028908,45841,426576,2903244,1158353,1557018,258504,503029,454922,340563,755264,659861,95403,0,8175537,4783034,2837640,843653,10993645,118502,430601,7106354,135917,6806814,4609634,1601771,60188,411590,123631,144372,19251,44462494,2640000,7710,1665,6045,7500729,7367113,133616,779002,7319561,607.4475518745244,7429945,61.71266453752246
2000:Q3,52415261,17066897,13735188,12441344,1293844,124508,59026,3148175,35348364,44509,388598,2948967,1207534,1533442,200420,526723,452829,353471,771472,675902,95570,0,8083600,4969142,2846359,855851,11139283,121030,438577,7291688,136330,6990371,4722334,1667073,54875,419646,126443,145884,19103,45123574,2634500,8611,2523,6088,7614375,7479507,134868,792664,7464027,604.5473033822785,7719010,62.04321655280973
2000:Q4,52009035,17550012,14160987,12834096,1326891,127343,59926,3201756,34459023,48271,397741,3031792,1295928,1662908,257410,533037,475101,397361,830815,735064,95751,0,7106238,5051158,2556769,858497,11054995,123558,440352,7429652,137501,7124842,4817296,1741267,60588,376436,129255,147396,19913,44579383,2629000,9290,3160,6130,7732127,7595948,136179,807954,7556664,589.934700514814,8016800,62.46485923122284
2001:Q1,51887263,18303982,14865991,13537735,1328256,130714,60529,3246748,33583281,50790,420939,3194425,1429578,1596694,210589,406611,492595,486899,811091,713785,97306,0,6340942,5095434,2311039,873952,10888374,123783,446239,7484755,138656,7179763,4901876,1749724,49580,346740,131843,147246,19090,44402509,2626500,9754,3674,6080,7891434,7753269,138165,822142,7673477,578.6491397885809,8635859,63.791018216858284
2001:Q2,53372289,18746159,15272167,13925364,1346803,134231,60966,3278795,34626130,48459,397769,3255595,1426440,1532651,113745,406509,519558,492839,818294,719569,98725,0,6789006,5206115,2510647,904815,11149385,124008,462945,7687447,142324,7379207,5062712,1784249,43934,353881,134431,147096,18820,45684841,2624000,10750,4720,6030,8047090,7906999,140091,837436,7703502,593.0399120788846,8862652,63.64395214372852
