date,FL384090005.Q,FL313011005.Q,FL383091005.Q,FL383020005.Q,FL383030005.Q,FL383034005.Q,FL382051005.Q,FL384022005.Q,FL383069105.Q,FL383061105.Q,FL383061705.Q,FL383062005.Q,FL383063005.Q,FL384023005.Q,FL383069005.Q,FL383065005.Q,FL383066005.Q,LM103092305.Q,LM383064105.Q,LM103092105.Q,LM383094905.Q,LM383064205.Q,FL153040005.Q,FL153050005.Q,FL383070005.Q,FL383078005.Q,FL383090005.Q,FL384194005.Q,FL384190005.Q,LM313111303.Q,FL713014003.Q,FL313112003.Q,FL384122005.Q,FL103169100.Q,FL313161105.Q,FL313161705.Q,FL383162005.Q,FL103163005.Q,FL384123005.Q,FL383168005.Q,FL383169005.Q,FL383165005.Q,FL153166000.Q,LM143192305.Q,FL313140003.Q,FL383170005.Q,FL143178005.Q,FL383190005.Q,FL143181105.Q,LM103164105.Q,LM143192105.Q,LM112090205.Q
1986:Q1,15537541,26196,25686,569988,2323479,242444,77728,1086017,11646,396173,130142,431413,116643,818220,428540,349562,40118,24088,1392534,374288,2564179,287846,268176,3276772,867658,46522,1265720,15753365,10912984,5577,4718,13478,3007490,69514,1461722,3163,855878,617213,4463564,617113,823157,2416495,606799,43407,17859,684423,62165,2610302,4840381,2137668,163080,2539633
1986:Q2,15881914,27405,26980,618159,2343734,254381,78537,1125318,10268,402426,126488,450305,135831,828626,434866,352160,41600,23470,1454498,380217,2585163,326440,272767,3352779,885504,37110,1260825,16122926,11149819,5770,4818,13571,3100115,68654,1488154,3165,883232,656910,4605415,619784,865597,2492143,627891,45054,18355,683481,61722,2611517,4973107,2245424,168356,2559327
1986:Q3,16065890,27928,26551,632362,2388546,271678,85215,1125524,9378,416945,135144,435968,128089,841180,447315,351350,42515,23498,1318446,384997,2619707,352848,277335,3401998,907164,46937,1333976,16325780,11524948,5945,5018,13647,3214166,72779,1553259,3559,898843,685726,4725145,618401,878758,2578098,649888,46226,18428,697368,63911,2735094,4800831,2032679,174766,2593386
1986:Q4,16738700,28032,27954,707590,2430519,267996,84050,1176322,10173,445649,134356,450896,135248,868499,470626,350856,47017,24955,1496684,492660,2646988,391419,282494,3496174,891154,49857,1375353,16865952,11802665,5993,5018,13756,3307581,62865,1608685,3608,920383,712040,4919499,675451,922112,2655581,666355,51191,18871,736364,66053,2678339,5063287,2241896,200911,2620480
1987:Q1,17298676,28338,25513,646085,2441061,280892,87229,1197626,12384,438594,119710,473063,153875,874002,471161,358418,44423,26134,1771039,497641,2677146,469066,289559,3605600,928465,52913,1400368,17419036,11850911,6299,5018,13884,3379368,63593,1624673,4594,949044,737464,4965466,656362,927152,2737635,644317,57103,18998,747191,67406,2590178,5568125,2709357,208891,2649877
1987:Q2,17576209,24962,24421,699162,2472388,278479,90723,1247560,13815,446329,120827,498325,168264,881919,476212,359136,46571,26169,1758711,505161,2696112,473532,295941,3687124,946685,46485,1420675,17733937,12063119,6262,5018,13991,3441048,67916,1646764,4127,965157,757084,5112795,665927,956710,2829845,660313,59000,19487,746122,70408,2588987,5670818,2784821,217201,2668796
1987:Q3,17960584,26958,23481,697108,2509310,283903,96257,1310913,16972,457316,128301,524832,183492,882486,481227,353184,48075,26352,1840012,512466,2717034,473552,303247,3793631,970764,49739,1443370,18115815,12254400,6270,5018,14105,3504874,68108,1663907,3901,989645,779313,5240952,679379,982463,2899473,679637,70075,20518,761646,71305,2559637,5861415,2945570,226600,2689245
1987:Q4,17881475,29112,26021,702795,2573061,294199,94270,1319787,15185,465802,143091,551792,143917,911814,503143,354643,54028,27104,1466450,538063,2754152,416930,313725,3800959,1020007,50732,1542294,18041995,12790042,6951,5018,14225,3598702,73768,1711632,5144,1011975,796183,5380722,692952,1031166,2957964,698640,66999,20076,819994,71717,2805639,5251952,2287678,236818,2727456
1988:Q1,18341001,25533,28058,692756,2640288,319586,91799,1322790,12662,467663,137387,559731,145347,926144,512413,362818,50913,28833,1567039,538954,2798706,434207,319905,3899209,1060806,58412,1587976,18481550,13037055,6797,5018,14354,3665335,73507,1743989,5021,1020754,822064,5477935,699720,1056994,3027489,693732,63962,20097,832129,73192,2878236,5444495,2420352,252797,2771346
1988:Q2,18712598,23799,35528,728509,2667941,300167,95276,1351145,15848,482876,139650,572556,140215,944040,520210,371000,52830,28138,1643611,543200,2834072,440321,327303,3985537,1101568,44867,1617577,18864051,13271034,6421,5018,14454,3726787,77847,1755942,6952,1032495,853551,5623626,719392,1077764,3116342,710128,67012,20617,845475,71358,2890266,5593017,2516095,270675,2806247
1988:Q3,19013136,27264,36591,730435,2718788,297091,96471,1402360,14334,497800,157189,596821,136216,948070,515391,378892,53787,27990,1651989,550938,2864565,435222,333606,4050991,1117924,57187,1665654,19128259,13548600,6322,5018,14574,3814432,80303,1786803,12176,1056583,878567,5741447,725711,1099543,3190355,725838,71103,20654,846599,71009,2957442,5579659,2460529,282989,2836141
1988:Q4,19700630,27671,32262,747527,2762458,306023,94875,1506232,14335,524487,185787,620903,160720,955739,507504,387478,60757,30781,1757913,615657,2899792,431110,341893,4131095,1130339,59645,1869619,19717229,13972830,6593,5018,14736,3913363,85676,1824433,22578,1079962,900714,5890352,745295,1122773,3277078,745206,77855,21249,902530,71132,3070002,5744399,2559333,314053,2871013
1989:Q1,20170117,28725,29775,697777,2785170,332806,101616,1563513,15482,535217,194880,626124,191811,948327,510894,384780,52653,35128,1838931,623683,2940713,438187,345669,4246627,1167566,73461,1972442,20195878,14294961,6334,5368,14876,3977914,96147,1856155,22284,1087465,915863,5980331,754674,1140176,3332288,753193,90624,21271,914549,76986,3206708,5900916,2670653,318291,2911972
1989:Q2,20583976,30632,28145,727448,2788090,354265,103761,1603059,18526,557790,197084,634055,195604,956056,520588,381076,54392,35023,1939604,627617,2976262,468419,354363,4373749,1201460,55067,1960955,20608506,14495264,6107,8518,15056,4027466,110059,1861784,23567,1094584,937472,6118351,770237,1176412,3402085,769617,94414,21798,929384,72612,3201558,6113242,2837245,327843,2948154
1989:Q3,21009284,31356,25260,718645,2805860,386540,106069,1643301,15617,563553,215806,647578,200747,948078,515096,377206,55776,35450,2096745,633029,2991784,489379,360192,4495950,1214488,60776,1966382,21074438,14711505,6270,8518,15166,4097065,113273,1892480,25342,1112503,953467,6228892,775432,1191025,3478228,784207,94682,21790,935069,72619,3231434,6362932,3057566,342218,2963148
1989:Q4,21447988,32275,26579,740857,2841154,400598,108823,1679684,15854,542562,245202,666983,209083,976240,537966,374445,63829,42055,2177302,699734,3019399,481961,371631,4622900,1191856,63580,1971361,21564613,15009515,6439,8518,15303,4178938,107112,1942516,24197,1129798,975315,6377884,802145,1237478,3528976,809285,98272,22406,963531,69706,3268518,6555098,3140008,424050,2991040
1990:Q1,21548491,31852,27424,704401,2848432,431374,108437,1680173,13528,547475,238660,674493,206018,1017406,574681,384213,58512,42874,2054915,711776,3039088,475228,377994,4704882,1201878,72182,2018175,21743431,15289373,6373,8518,15453,4242140,126034,1955020,31590,1147494,982002,6512727,797389,1299730,3623288,792320,100943,22402,958646,74037,3348134,6454058,3006907,436483,3010668
1990:Q2,21849809,32067,27863,731840,2842145,418507,111362,1725311,15055,556978,252469,688507,212302,1038365,581321,397459,59585,41723,2129635,719576,3068475,498409,386121,4812871,1241204,55652,1968684,22049819,15426459,6486,8518,15614,4305315,128659,1985110,32933,1159783,998830,6616706,802507,1327496,3687991,798712,103723,22950,970665,68993,3307489,6623359,3136251,447057,3040051
1990:Q3,21748668,34568,27458,728558,2858087,445104,112749,1768956,15196,591254,259557,690530,212419,1064134,590118,413941,60075,46304,1763942,730834,3101011,457595,392530,4863907,1277546,59559,2015827,22015150,15822497,6823,8518,15713,4383998,131811,2043898,32603,1170082,1005604,6705973,793404,1356335,3743932,812302,104622,22985,997027,72853,3503984,6192653,2654774,465406,3072473
1990:Q4,22189667,39684,28144,759590,2884536,453787,113908,1834619,17805,608065,269380,695855,243514,1095695,608441,420113,67141,37491,1984779,620444,3117727,485507,399250,4981134,1230353,59175,2063845,22515685,16026660,6970,10018,16256,4467466,116852,2117196,32350,1178619,1022449,6808801,796157,1402538,3785715,824391,105628,23594,1010296,70302,3507329,6489026,2956992,442331,3089703
1991:Q1,22754894,36904,29308,743038,2890555,504649,110996,1814574,18744,600739,246840,692896,255355,1104234,612850,432198,59186,41684,2316131,627532,3106115,533825,406098,5109390,1212597,67637,2099626,23006769,16078461,6596,10018,15958,4545239,119851,2165271,26350,1191778,1041989,6799718,785066,1382860,3829585,802207,100253,23655,978014,66752,3532258,6928307,3397923,452981,3077403
1991:Q2,22884503,35258,26556,764590,2843530,483743,116071,1863077,21866,607632,252837,713540,267203,1114670,613839,443446,57385,36958,2284752,639468,3109175,556993,415029,5208343,1243252,54279,2088758,23168489,16284934,6441,10018,16070,4627071,119437,2204987,24800,1211966,1065881,6858040,768928,1393662,3894144,801306,106559,24227,994309,59628,3582571,6883555,3355984,447778,3079793
1991:Q3,23254805,37793,27987,768564,2824864,480859,117246,1915566,21654,638178,259364,740816,255555,1125714,620865,447606,57243,35902,2426508,649858,3100747,606898,419933,5328403,1258995,54750,2074218,23557530,16500834,6703,10018,16170,4761092,107016,2308289,17602,1242263,1085922,6865317,757351,1408491,3896975,802500,102276,24118,1014508,63751,3636881,7056696,3538025,448168,3070503
1991:Q4,23947655,39097,31000,845196,2798118,485227,120062,1944290,23664,645178,268942,751124,255382,1153241,648517,441736,62988,35554,2820307,707348,3076689,671004,427029,5460091,1225369,55468,2052566,24279077,16698309,7008,10018,16296,4880905,98477,2390681,18556,1272079,1101112,6926471,747645,1425992,3937253,815581,98961,24790,1051936,61371,3620553,7580768,4000417,534545,3045806
1992:Q1,24041040,37607,29544,821256,2647518,513697,118999,1993886,24470,701646,264125,738473,265173,1134537,634517,443988,56032,41861,2725904,715287,3062545,697225,434387,5568800,1243326,70079,2184582,24654465,17161004,6721,10018,16314,4996594,110434,2473821,15765,1275453,1121121,6923636,742640,1419967,3967676,793353,97087,24674,1037092,67184,3981684,7493461,3914314,547730,3031417
1992:Q2,24161853,41615,29940,856824,2608241,498079,126222,1999199,26122,697153,270124,738024,267777,1141917,647232,437812,56873,42279,2686385,726010,3056485,743829,439014,5703697,1286752,52943,2122421,24820104,17365792,7012,10018,16386,5087111,111996,2532517,15862,1287091,1139645,6957109,735626,1439482,3989669,792332,99345,25287,1061380,64213,4037932,7454312,3876608,552389,3025315
1992:Q3,24516610,43109,31143,892127,2583305,493304,125377,2025385,27913,711504,292446,737481,256041,1133682,646770,429069,57843,41093,2771134,736376,3067500,799327,448765,5855219,1299547,55719,2114498,25167179,17605128,7216,10018,16433,5188784,108216,2606080,18119,1301309,1155060,7015197,728613,1456830,4027821,801933,97896,25454,1074591,68374,4101165,7562051,3973482,553247,3035322
1992:Q4,25006267,38847,31391,937370,2549564,482025,128107,2041026,31169,734339,299167,709564,266787,1138074,648966,423367,65741,42164,3112336,661560,3056821,851062,457341,6020364,1258924,57953,2141337,25758603,17800869,6737,8018,16516,5273208,107106,2683010,18786,1295401,1168905,7086864,724085,1490690,4047320,824769,101050,26229,1107860,68465,4105922,7957734,4369261,564097,3024376
1993:Q1,25424899,41089,28934,898019,2516705,490392,129775,2064438,30896,745187,279068,704060,305227,1144588,667940,413297,63351,34864,3196437,675320,3094748,931494,465502,6160335,1298980,71973,2181306,26084960,17958922,6848,8018,16588,5412496,113900,2737390,19576,1314788,1226842,7055694,712547,1487608,4048277,807262,104725,26232,1101530,74396,4152395,8126038,4493617,571435,3060986
1993:Q2,25743969,40682,29019,966063,2493147,480087,127327,2062811,34087,749579,247072,699785,332288,1154128,689376,400199,64553,41650,3206608,683125,3129948,1008241,474715,6270438,1331262,49435,2195283,26399003,18215852,6877,8018,16678,5546776,124025,2786667,20596,1343078,1272410,7124965,714349,1501204,4090750,818662,110104,26872,1109046,70609,4195907,8183150,4515232,571715,3096203
1993:Q3,26194652,41605,29975,979929,2473742,476430,127975,2086454,33687,735844,262026,694477,360420,1142827,684794,391425,66608,39106,3321187,700580,3177951,1096083,484439,6392528,1359085,54799,2209956,26767245,18413130,6949,8018,16784,5653362,123232,2829297,24654,1360066,1316113,7202311,705678,1517767,4136198,842668,114785,26941,1124820,73232,4185928,8354114,4646190,564772,3143152
1993:Q4,26846872,40151,30259,1036167,2443131,486121,136527,2136692,37312,773689,240642,671336,413714,1145585,684818,383185,77582,49516,3475585,841182,3217133,1151110,494325,6489549,1315432,60495,2297911,27314988,18690677,6730,8018,16962,5769193,117829,2911911,26585,1361698,1351170,7319281,712156,1543239,4177717,886169,120256,27622,1171497,72112,4179006,8624311,4865339,576801,3182171
1994:Q1,26970938,42559,31446,1007512,2443474,502378,131357,2241561,35393,819054,293475,659319,434321,1131668,682380,377233,72055,62335,3313286,856702,3274694,1126014,500724,6574365,1349059,74996,2306808,27422726,18931537,6921,8018,17126,5869321,129885,2964629,26259,1361402,1387146,7368594,723024,1560914,4200781,883876,119436,27628,1162692,76964,4274837,8491190,4658750,593026,3239414
1994:Q2,27175085,42371,32927,1006907,2411883,498815,128822,2329368,37962,841613,322507,667488,459798,1131193,679370,378213,73610,62901,3246309,871711,3342859,1115833,507885,6675615,1402052,49291,2318343,27603114,19126928,7096,8018,17285,5895949,135680,2971742,27438,1352276,1408813,7485824,742890,1574864,4249490,918580,120100,28307,1194305,73256,4296788,8476185,4573094,595308,3307783
1994:Q3,27581717,42379,29995,985421,2432038,510609,121694,2365026,39393,868466,341136,644592,471440,1132278,676872,380107,75299,65033,3304691,887811,3393159,1158889,525937,6802846,1422050,55726,2346134,28078453,19273787,7189,8018,17477,5942443,138683,3011491,28162,1341280,1422827,7607884,760311,1587144,4300476,959953,122430,28405,1214700,74996,4250245,8804666,4833579,613565,3357522
1994:Q4,27964215,41351,34511,1005259,2425445,535895,121627,2478401,41266,896148,384997,643487,512503,1155426,685371,376569,93486,52768,3344461,918843,3442493,1079686,531939,6856293,1409907,60882,2469028,28401040,19554199,7153,8018,17648,6006349,139238,3074079,26743,1325770,1440519,7778163,783711,1631016,4342268,1021168,115548,28890,1276586,73122,4242722,8846841,4831577,608246,3407018
1995:Q1,28559824,50519,34174,954442,2464492,561644,114331,2447420,42415,885713,378296,610492,530504,1143642,682715,374306,86621,53837,3593633,937499,3479619,1124865,544664,7015411,1441983,84753,2512896,28949794,19675729,7646,8018,17832,6087880,149799,3147620,26436,1311393,1452632,7847373,817361,1630317,4375149,1024546,112782,28940,1277626,82352,4205279,9274066,5203193,627319,3443554
1995:Q2,29274323,55145,36915,1002378,2509032,598554,111151,2407376,43833,857015,382750,598074,525704,1141592,684797,370079,86716,54493,3840290,951649,3520888,1199022,560644,7191347,1469984,54237,2569625,29598724,19840392,7686,8018,18002,6144283,162887,3172695,26838,1304195,1477668,7989149,845911,1649920,4430192,1063126,114813,29371,1296154,73904,4159012,9758332,5633101,640478,3484753
1995:Q3,30049242,54544,37959,956896,2545898,617385,110664,2394238,53290,842794,371566,568990,557598,1131514,680351,365717,85446,55553,4145151,971797,3580442,1277779,569996,7374720,1525582,60364,2638761,30305275,20041439,7380,10168,18199,6155609,163268,3199633,26940,1278456,1487312,8133263,861691,1670607,4491366,1109599,116187,29445,1338321,75515,4157352,10263837,6064628,656185,3543024
1995:Q4,31051194,53779,40759,970268,2573031,651946,119546,2440241,59992,842204,381199,537709,619137,1137493,681457,361793,94243,51139,4499846,1148264,3627591,1321046,580205,7532527,1511550,60078,2731884,31180765,20326870,7283,10168,18326,6207043,157351,3247828,28223,1268157,1505484,8271652,884919,1689788,4528785,1168160,113927,29909,1393992,73667,4200903,10853895,6449974,814405,3589516
1996:Q1,31738973,53266,46408,929666,2646399,712587,139766,2425131,59744,838232,372707,519827,634621,1137637,694123,355300,88214,49386,4654053,1174629,3658295,1403974,584946,7682652,1557600,83007,2799572,31782126,20603917,7159,10168,18325,6321459,174174,3326813,27643,1264843,1527986,8359586,879571,1717844,4599965,1162207,121575,30001,1396953,83165,4255526,11178209,6728661,830432,3619116
1996:Q2,32352225,52880,47537,943815,2673431,703008,149947,2529618,72002,840430,430015,522213,664958,1129044,692341,351647,85056,49650,4822132,1188650,3698743,1501496,593543,7805837,1616943,54868,2791084,32354824,20807629,7072,10168,18280,6336906,181726,3302754,28205,1269829,1554392,8514329,903710,1741194,4672846,1196579,124688,30609,1437809,80014,4247754,11547196,7035650,852187,3659359
1996:Q3,32775113,45069,52615,945874,2719487,729545,150693,2518586,78289,834268,457733,502377,645919,1121447,689444,347954,84049,53351,4832274,1206024,3732327,1556870,608575,7938662,1652492,62479,2848741,32729902,21075373,7052,9718,18866,6367492,172999,3344692,27437,1251696,1570668,8666044,936941,1758189,4741067,1229847,125525,30648,1437829,84317,4327882,11654528,7100424,862048,3692056
1996:Q4,33778945,44872,63677,945075,2753479,767519,153684,2522507,92013,833789,467285,486452,642969,1174227,732410,346401,95416,59367,5124072,1348740,3815506,1593304,624626,8158315,1642996,69204,2917775,33488006,21318780,7045,9718,18865,6426792,156405,3387118,26613,1261631,1595025,8819855,944155,1792885,4808938,1273878,126414,30526,1503715,85547,4290302,12169227,7403482,991023,3774722
1997:Q1,34099453,38315,63080,923928,2804865,818535,157586,2390025,93025,836058,431148,458934,570861,1171139,731537,349133,90469,60380,5182818,1376025,3910775,1608731,636314,8254724,1691113,92106,2918993,33922529,21606586,6795,9200,18974,6518085,168747,3433093,26258,1266301,1623686,8907496,984489,1805855,4862978,1254175,135983,31236,1496510,98935,4383372,12315942,7436807,1010636,3868499
1997:Q2,35589069,38886,67921,938707,2846732,812505,154835,2397168,93753,768287,456220,482703,596205,1196112,750389,354865,90858,61398,6006618,1397400,3983086,1797692,653819,8582369,1760179,60233,2833408,35090798,21555618,6801,9200,19013,6511515,179286,3361985,26319,1283206,1660719,9063967,1017894,1828830,4939205,1278038,142369,31787,1525061,95247,4150658,13535179,8572225,1023775,3939179
1997:Q3,36833847,38599,69265,905879,2908656,849632,158946,2396979,100668,738543,451850,481837,624081,1216677,762597,359809,94271,61780,6439933,1418159,4068021,1971107,670936,8857793,1789337,133202,2878945,36064466,21734747,6689,9200,19326,6582616,176649,3369532,26089,1294019,1716327,9258756,1020476,1880944,5051531,1305805,142834,31763,1557134,103342,4023088,14329718,9280705,1026379,4022634
1997:Q4,37607060,41957,60318,926352,2950409,887996,158334,2410301,111318,689706,497291,498804,613182,1272494,794441,366009,112044,64484,6649080,1577539,4196018,1988675,678819,8924653,1776730,131091,2911810,36920230,22071734,6611,9200,19325,6637155,168598,3388018,26526,1318530,1735483,9489231,1065705,1957847,5121515,1344165,147887,32263,1621539,99155,4009368,14848496,9414870,1283055,4150571
1998:Q1,39414823,41682,63932,897383,3032861,963025,166285,2391731,112745,677251,453624,494212,653899,1309850,836217,363939,109694,70432,7527316,1618771,4242982,2237817,691038,9294771,1823771,156549,2884628,38522859,22270890,6545,9200,19405,6777174,193105,3399328,25918,1344209,1814614,9608186,1083929,1989404,5210810,1324043,151886,32443,1645167,110288,3910596,16251968,10751977,1303715,4196276
1998:Q2,40234149,42836,58362,951658,3029984,986475,159262,2524226,108120,667602,512957,516102,719445,1340033,867546,361851,110636,83423,7651586,1644628,4335579,2337971,702518,9443963,1868404,121878,2951363,39255658,22713389,6524,9200,19461,6808389,202491,3302345,25558,1373908,1904087,9855809,1124737,2034284,5329044,1367744,156911,33096,1653128,100645,4070226,16542269,10940801,1313027,4288441
1998:Q3,39538558,46269,57885,901790,3051298,1074706,158291,2603683,113616,683763,593614,510209,702481,1385956,914723,358550,112683,80990,6826937,1668148,4393389,2129801,704873,9323858,1932672,130758,3067254,38937489,23397318,6719,9200,19886,6819194,216872,3265085,25455,1380576,1931206,10080017,1165995,2061172,5452132,1400718,162268,33099,1693486,111865,4461584,15540171,9878045,1316032,4346094
1998:Q4,42325462,51037,68243,917339,3112558,1152842,166433,2548370,129952,655157,626758,496842,639661,1389605,907565,366175,115865,86871,8141614,1897535,4417671,2410445,734727,9811788,1910645,125791,3381948,41641172,23757740,6899,9200,19885,6884993,192958,3292049,28501,1402728,1968757,10381016,1198283,2131797,5609664,1441272,172649,33555,1730329,108119,4411096,17883431,11821994,1691204,4370233
1999:Q1,42909378,48262,75603,898010,3125737,1224011,166485,2561637,135328,611235,628671,499990,686413,1384197,905938,362353,115906,111859,8281464,1935650,4376763,2456814,746927,9994091,1976493,152385,3392990,42308744,24219417,6653,8200,19885,6998341,223886,3298489,28118,1425161,2022687,10553026,1212848,2162736,5735044,1442398,188330,33724,1747219,113269,4550770,18089327,12072707,1687801,4328819
1999:Q2,44284090,45974,72829,922188,3156372,1202343,163701,2525713,146152,569675,660797,490967,658122,1386296,911497,357146,117653,125774,9034519,1966938,4463956,2621145,766393,10257751,2070658,132536,3369005,43799445,24496096,6545,8200,20402,6973136,232365,3187031,28268,1441525,2083947,10762036,1226334,2190027,5874094,1471581,197057,34398,1807860,120531,4565931,19303350,13123457,1764749,4415144
1999:Q3,44382007,46378,74660,916200,3222291,1244146,164735,2515412,150439,549563,699129,469023,647258,1434090,928406,385362,120322,137487,8732808,2014431,4630505,2503738,769442,10236562,2162735,135510,3440877,44267868,25242148,6799,7200,20902,7039552,239280,3172959,28276,1447418,2151619,11044700,1251611,2205949,6075245,1511895,211394,34455,1895334,123848,4857964,19025720,12668927,1775791,4581002
1999:Q4,47664825,44452,72119,998517,3312378,1362580,165482,2388571,156448,628049,708434,451384,444256,1471089,964274,382707,124108,142387,10425553,2371426,4686184,2905465,821954,10703989,2171396,140661,3480623,47575458,25489072,6725,6200,20901,7112709,230326,3221095,28284,1457089,2175915,11334533,1280119,2284236,6216556,1553622,225439,34956,1977833,124021,4645756,22086386,15354322,2097278,4634786
2000:Q1,48824997,44052,80900,915380,3411666,1436338,165922,2300106,159285,575277,708336,464656,392552,1475335,968418,382824,124093,133741,10771678,2411788,4652810,3117566,839921,10952022,2277061,169451,3669261,48851751,25864987,6599,6200,21441,7172352,260797,3201973,27768,1461603,2220211,11523590,1306724,2342712,6320389,1553765,231639,35248,2050012,141658,4676249,22986763,16259507,2126418,4600838
2000:Q2,48841513,41473,75583,912208,3490313,1401807,160706,2308842,166069,475769,749552,493338,424114,1460191,949369,382424,128398,132903,10249012,2461166,4821375,2999569,843653,10993645,2414086,140637,3934344,49038188,26457037,6552,4200,22124,7064490,296844,3014524,28227,1472014,2252881,11788467,1348795,2355434,6482467,1601771,241554,35904,2155251,141956,4996540,22581150,15608459,2204561,4768130
2000:Q3,49586400,39682,58507,892013,3572998,1460198,158329,2315072,179461,423741,785878,486106,439887,1472027,957483,380698,133846,139202,10091529,2488038,5007817,3007861,855851,11139283,2517481,149489,4221022,49513661,27047825,6359,3200,23181,7065009,307039,2970228,27621,1466923,2293198,12011298,1354470,2356751,6633004,1667073,277936,35958,2262810,140869,5221205,22465836,15276548,2234706,4954582
2000:Q4,49179544,41051,72300,878326,3677426,1564082,153197,2462374,182472,481585,798681,513371,486266,1534999,1013347,380500,141152,131195,8921073,2250325,5090272,2706978,858497,11054995,2542952,148258,5091244,48310236,27861301,6384,2200,23180,7050048,278402,2944782,27326,1480713,2318825,12255335,1381613,2359199,6773256,1741267,281589,36396,2369257,142632,5694281,20448935,13357952,2054434,5036549
2001:Q1,48375754,38741,67718,845649,3829203,1733297,149174,2408927,183333,439195,682102,525881,578416,1513693,991694,382184,139815,135394,7893837,2283166,5135012,2448686,873952,10888374,2555543,165741,5409646,47529162,28564616,6177,2200,23578,7157312,235619,2964368,26767,1509553,2421005,12320993,1368704,2345490,6857075,1749724,305959,36555,2343051,147623,6221169,18964546,11810852,2074706,5078988
2001:Q2,49612052,39495,65552,854228,3894882,1744855,147698,2377136,190920,350980,697446,549998,587792,1522065,996432,385738,139895,132651,8366867,2315551,5246691,2654035,904815,11149385,2565753,137143,5493248,48725568,28741416,6103,2200,23904,7127172,206256,2804731,27048,1548554,2540583,12580179,1340984,2391283,7063663,1784249,315411,37148,2322500,142646,6184152,19984152,12676646,2119244,5188262
2001:Q3,48384546,44666,62757,849600,3962118,1838082,143036,2481337,193649,362485,757112,562570,605520,1607615,1081420,385606,140589,137425,6993243,2344200,5323614,2300758,893567,10972434,2528016,152651,5749427,47669747,29622037,6316,2200,24462,7234205,189571,2883903,26960,1557240,2576531,12870328,1331212,2454026,7270739,1814351,324607,37155,2301292,170203,6651269,18047711,10653423,2129953,5264335
2001:Q4,49381185,43164,64193,951875,4000041,1945613,141653,2460663,203113,368047,718501,556523,614479,1570779,1035124,390132,145523,137668,7788308,1904942,5274511,2552454,924317,11264595,2437625,135238,5783546,48813127,29767775,6157,2200,24462,7368751,177726,2940792,26777,1603398,2620058,13044049,1295083,2400578,7456561,1891827,333850,37781,2290346,149734,6510445,19045352,12005252,1826080,5214020
2002:Q1,49760127,42247,64443,855553,4168880,1911063,135980,2438832,201070,360716,709221,569744,598081,1555975,1021085,390495,144395,144935,7812296,1938488,5324612,2565442,951100,11468480,2481816,141082,5758903,49307422,30140795,6109,2200,24696,7473017,162983,2994298,26328,1627094,2662314,13174359,1282535,2382028,7626280,1883516,339201,37713,2312048,154505,6616947,19166627,12057605,1844409,5264613
2002:Q2,48975983,47606,66719,879554,4185961,1855023,134486,2572167,205033,331125,707298,625163,703548,1530715,995026,390426,145263,153196,6981715,1963358,5393196,2401950,963864,11320869,2507040,129221,5889343,48497078,30824355,6519,2200,24846,7557164,141454,3012323,26775,1681145,2695467,13399055,1233435,2394010,7853966,1917644,318982,38713,2331742,158259,6986875,17672723,10468854,1870933,5332936
2002:Q3,47669344,48815,69781,899797,4299615,1822486,128934,2656165,212730,324085,672218,670427,776705,1535996,995821,390166,150009,153130,5679762,1996396,5493816,2077997,966107,11150278,2467574,162088,6060607,47542049,31506904,6481,2200,25450,7651227,136423,3096826,27170,1706636,2684172,13677104,1218335,2407762,8099399,1951608,306426,38684,2350936,170974,7277422,16035144,8704958,1896749,5433437
2002:Q4,47873232,50977,70524,905173,4346846,1916626,126824,2754706,222757,288224,640173,685477,918075,1545052,996386,393378,155288,158343,6048254,1596736,5354026,2171703,971245,11409075,2362188,164198,5920736,48032461,32030042,6661,2200,25450,7785516,119813,3181716,27275,1762821,2693891,14004984,1195619,2446937,8365420,1997008,309012,39354,2381560,163114,7312191,16002419,9306500,1403232,5292687
2003:Q1,47872103,51745,73561,885134,4558204,1861295,126308,2676460,219780,380256,547343,671070,858011,1554612,1006829,392211,155572,149567,5652547,1627325,5471104,2159233,988227,11499847,2450654,197035,5889246,48323279,32439234,6731,2200,25591,7937430,119825,3293980,26880,1793878,2702867,14167007,1173061,2438086,8566737,1989123,298359,39373,2370210,167247,7425086,15884045,9041830,1432215,5410000
2003:Q2,49842722,52934,84412,935079,4669508,1827009,128013,2668943,229464,371052,513535,722309,832583,1647101,1096707,395823,154571,158464,6605903,1660922,5613330,2493310,1020778,11903987,2445237,175406,5752385,50177759,32800670,6864,2200,25992,8087039,100995,3356764,27009,1853615,2748656,14558737,1147977,2532572,8856258,2021930,294485,39793,2366123,166318,7253118,17377089,10391734,1434327,5551028
2003:Q3,50615512,54879,85659,927356,4732372,1769359,130346,2677087,240222,371431,618210,702450,744774,1660524,1104566,399591,156367,161730,6943957,1694528,5729388,2604693,1046778,12069697,2424474,170727,5731959,51095226,33190127,7005,2200,26015,8214420,103978,3438700,27023,1865836,2778883,14853619,1128450,2528086,9137408,2059675,279291,39930,2382116,168750,7216782,17905099,10787342,1451043,5666714
2003:Q4,52946424,54972,90986,961435,4800762,1727358,133578,2862846,239713,391406,699101,721092,811534,1650581,1100559,408591,141431,154364,7761628,2177117,5812538,2878101,1071080,12456243,2340775,187795,5824265,52936061,33448394,7281,2200,26014,8348099,82481,3553832,24866,1900376,2786544,15178769,1165870,2537774,9372193,2102932,266877,40480,2408107,150872,7019695,19487667,11955105,1783835,5748727
