date,FL102000005.Q,LM102010005.Q,LM105035005.Q,LM105015205.Q,LM105013765.Q,LM105020015.Q,FL104090005.Q,FL103091003.Q,FL103020005.Q,FL103030003.Q,FL103034000.Q,FL102051003.Q,LM104022005.Q,FL103069100.Q,LM103061103.Q,LM103061703.Q,LM103062003.Q,LM123063003.Q,FL104023005.Q,FL103065005.Q,FL103066005.Q,LM103092305.Q,LM103064103.Q,LM103092105.Q,FL103092405.Q,LM103064203.Q,FL103070005.Q,FL103090005.Q,FL104194005.Q,FL104190005.Q,FL104122005.Q,FL103169100.Q,FL103162000.Q,FL103163005.Q,FL104123005.Q,FL103168005.Q,FL103169005.Q,FL103165005.Q,LM103192305.Q,FL103170005.Q,FL103178005.Q,FL103190005.Q,LM103181105.Q,LM103164105.Q,LM103192105.Q,FL102090005.Q,FL103164106.Q,FL104104016.Q,FL104104006.Q,FL102000115.Q,FL102010115.Q,FL105035045.Q,FL105013213.Q,FL105013715.Q,FL105020000.Q,FL102090115.Q,FL105012613.Q,FL105013613.Q
1980:Q3,5382468,3800650,2034905,1023989,177017,564739,1581818,8670,78961,37399,5389,3443,31966,9264,13704,1679,7319,0,53453,26565,26888,19736,103136,316504,206,1421,530436,391098,3596875,2311512,437794,32189,42743,362862,457795,212205,109772,135818,18554,328719,42354,1026296,1285363,1214006,71357,3070956,41.855463834203995,69.6759399046159,29.163187827918218,3648360,2066542,714676,681633,137510,532723,1336848,14663,625657
1980:Q4,5585845,3926581,2112581,1054348,182934,576718,1659264,9696,78660,45022,6993,3887,34396,9132,13697,2205,9362,0,58102,28701,29401,22308,113879,353802,220,1507,529353,401439,3806235,2371294,439987,28026,45892,366069,482681,232227,114209,136245,22988,356520,43864,1025254,1434941,1346523,88418,3214551,44.63892249835804,64.30008034232884,28.702863030394134,3769547,2110283,734772,700433,141776,533302,1398253,14894,643776
1981:Q1,5841253,4061017,2184020,1087379,189303,600315,1780236,9384,73026,51034,9437,3459,28656,8799,12593,2243,5021,0,58548,30790,27758,23286,115801,355334,230,1541,572031,478469,3961954,2520193,452914,31837,48925,372152,487054,230238,119793,137022,23596,374568,46958,1135103,1441761,1351007,90754,3321060,43.412677283132545,65.19580065258465,28.303242539461,3975721,2195485,755622,720481,146627,572755,1455528,15118,662369
1981:Q2,5986358,4180119,2254902,1120370,195658,609188,1806239,9411,68773,50593,12915,2925,32498,8163,17272,3864,3199,0,61678,32903,28775,24193,113383,359895,244,1504,588802,479425,3978566,2568691,470467,37819,52894,379754,509685,240650,126043,142992,24441,381680,41488,1140930,1409875,1315862,94013,3417667,41.252562064514215,69.52051816879711,28.67899490515491,4056504,2250265,778044,741064,151765,579392,1487813,15339,682182
1981:Q3,6114435,4286397,2316255,1146340,201971,621831,1828038,10495,64426,49315,16288,1514,36467,8021,19985,4475,3986,0,63963,35040,28923,26000,101866,359587,257,1498,603446,492916,3891623,2658081,484375,44081,56029,384265,532672,253893,130389,148391,25323,378052,44008,1193651,1233542,1136139,97403,3456354,35.6891106903583,82.44934860663065,29.4254392876998,4137426,2309388,801351,762449,157094,588494,1479345,15535,702902
1981:Q4,6268218,4405193,2397012,1171874,209699,626608,1863025,12386,57674,54971,18416,1784,43236,8199,18652,5779,10606,0,67498,37176,30322,28894,109002,369351,271,1624,574123,523795,4026495,2685822,492918,42722,59323,390873,548772,264405,141066,143301,29910,383423,39864,1190935,1340673,1225637,115036,3582396,37.42392019611628,77.69903560908251,29.078025079495006,4232061,2369036,826801,782972,162731,596532,1546239,15696,726148
1982:Q1,6404015,4523286,2488814,1191574,215713,627186,1880729,10066,53891,54405,19547,1820,36605,7908,16030,3809,8858,0,65797,37772,28025,30120,100296,197927,288,1882,580813,727272,3911694,2748767,511578,49836,62963,398779,561100,277275,141959,141865,31800,372047,39220,1233022,1162927,1090438,72489,3655248,31.815269264801394,92.23946121513436,29.346232953997042,4312660,2431931,851198,801989,168426,610318,1563893,15824,748683
1982:Q2,6464859,4578149,2514370,1214455,222209,627115,1886710,11310,53690,50577,19930,2452,31586,8236,12805,3837,6708,0,67276,38374,28902,29497,98889,202781,288,2265,587005,729164,3919423,2772433,521903,51741,66287,403875,580763,298004,144419,138341,32933,374910,33080,1228844,1146990,1073656,73334,3692426,31.063316787972596,96.1356671281814,29.86292682625782,4356484,2469774,874324,818958,174191,602301,1584051,15939,770230
1982:Q3,6561829,4622378,2537428,1229330,228520,627100,1939451,8268,54252,58000,19711,3305,33659,7731,15150,2506,8272,0,68155,38984,29171,27633,109408,206557,292,2689,598450,749072,4046202,2798293,532166,49726,70589,411851,591189,314086,145584,131519,33494,377195,34754,1229495,1247909,1172793,75116,3763536,33.1578870348608,90.01899393535504,29.848396319003218,4446820,2507369,895638,834565,179948,597218,1648527,16052,790041
1982:Q4,6617852,4640163,2546254,1240519,234876,618514,1977689,10063,68019,63573,19031,2435,44459,7948,21011,3322,12178,0,70381,39594,30787,31897,128675,210743,302,3070,569115,755926,4267846,2794806,533603,37614,74466,421523,599456,324269,145927,129260,27257,394163,35585,1204742,1473040,1386479,86561,3823046,38.53053024357271,76.91979810591965,29.637606072496443,4515982,2538293,916163,848643,185555,587932,1721176,16183,808922
1983:Q1,6709705,4687197,2585749,1249246,241207,610995,2022508,11580,61905,63337,17526,3278,49745,8071,24404,2830,14440,0,68911,40022,28889,28776,141890,215580,303,3409,581521,774747,4430370,2809183,545830,41187,76920,427723,617970,326586,145888,145496,26800,376759,41447,1200377,1621187,1533804,87383,3900522,41.563331591536084,71.7869169981407,29.837034351278003,4601120,2578612,935124,861644,191259,590585,1791937,16353,826146
1983:Q2,6786372,4698611,2580931,1255514,246888,615278,2087761,11545,68535,67829,14825,3899,56051,9343,26870,3753,16085,0,71201,40456,30745,27745,158078,220261,304,3707,602729,781052,4648267,2822980,557500,38849,79803,438848,630082,326236,153678,150168,28549,380096,37404,1189349,1825287,1736716,88571,3963392,46.05365616051817,65.06276954259886,29.96378417365882,4704359,2616598,952525,875728,197219,591126,1881379,16557,841789
1983:Q3,6854690,4734351,2588533,1262539,254077,629203,2120339,13176,73516,66597,12259,3847,51430,9943,24105,3141,14241,0,72761,40895,31866,27674,158269,225710,307,4044,630051,780698,4683563,2884628,565894,40547,81876,443471,645343,332084,158128,155131,30398,376903,41038,1225052,1798935,1709522,89413,3970062,45.3125136181705,67.33075614870327,30.509258049098342,4784137,2663798,970367,891299,203550,598582,1899509,16791,857782
1983:Q4,6982071,4794609,2616850,1277332,260874,639553,2187462,14393,89573,69974,11153,3248,64787,12188,30144,4187,18268,0,76700,41335,35365,26988,159277,262731,311,4501,626517,777309,4678125,2944675,568188,36775,83897,447516,682020,353041,168609,160370,29770,401994,38646,1224057,1733450,1630514,102936,4037396,42.93485120654421,72.12255436758424,30.965711404081247,4909717,2722255,988906,910169,210333,612847,1965042,17035,874329
1984:Q1,7120149,4855597,2632617,1291363,268479,663137,2264552,15541,102485,67460,11509,4127,76853,12632,38101,2548,23572,0,77354,44278,33076,25313,156938,268766,312,5034,662415,790445,4742661,3109428,584561,42518,85897,456146,710826,368704,178987,163135,30089,410679,43234,1330039,1633233,1527807,105426,4010721,40.721683436423966,79.31426260656661,32.29810293858005,5056644,2792092,1008883,929142,217494,636573,1947216,17295,892221
1984:Q2,7283771,4936651,2669605,1308654,275793,682600,2347120,16503,97238,65810,13318,5917,74845,11246,37282,3291,23026,0,81788,47222,34566,23535,154115,275475,314,5604,693100,839558,4817405,3251877,606582,53463,88116,465003,748924,388805,190168,169951,34059,429080,39561,1393671,1565528,1456011,109517,4031894,38.82859687866026,86.58461461919183,33.619590969427534,5205377,2858257,1030355,949812,224981,653109,1953500,17557,911586
1984:Q3,7459192,5020448,2712824,1325072,284278,698274,2438744,12418,96723,61132,15272,3928,69308,11189,33740,3715,20664,0,85177,50197,34980,22369,170467,280585,317,6295,717799,896954,4973183,3318219,630042,60349,90480,479213,764807,391682,198699,174426,34848,428203,40087,1420232,1654964,1543237,111727,4140973,39.96558355515559,84.28272959482985,33.684084718787574,5365687,2926943,1052903,971184,232715,670141,2047468,17817,931854
1984:Q4,7543461,5097458,2755196,1343028,290589,708645,2446003,13284,102698,69124,16062,3919,74011,9742,36467,5319,22483,0,91521,53143,38378,24401,175013,263661,314,7193,694120,910682,4994327,3328654,660216,58490,104439,497287,802882,412301,214839,175742,35874,436676,42167,1350839,1665673,1553653,112020,4214807,39.519553688534664,87.83823626461925,34.71327893965813,5435707,2989704,1076052,993128,240593,679931,2107053,18089,952382
1985:Q1,7649725,5139368,2772640,1358321,298794,709613,2510357,12568,90366,73050,15820,8081,62817,10202,30156,4183,18276,0,90071,54565,35506,23485,187569,267804,318,8651,724675,945082,5212552,3425515,685075,62972,106139,515964,806549,423221,218787,164542,37203,433874,42555,1420259,1787037,1671498,115539,4224210,42.3046448639949,83.46913588176199,35.31132150582474,5581926,3071569,1100883,1013562,248442,708682,2156411,18376,974132
1985:Q2,7747728,5190427,2796190,1376799,305975,711463,2557301,11895,96506,66808,14675,4225,82688,9798,42730,3502,26658,0,93112,56021,37091,20429,197608,274917,311,10112,736169,947846,5346949,3484736,717806,68886,110639,538281,815047,425627,222247,167173,38896,437622,38470,1436895,1862213,1744053,118160,4262992,43.683238061072274,82.3135139916505,35.95720827340672,5691116,3133815,1126129,1034276,256312,717098,2206380,18674,995726
1985:Q3,7853425,5248409,2828738,1395917,313534,710220,2605016,12514,107016,68688,14413,4794,70885,9326,35913,3533,22113,0,95597,57497,38100,21043,186046,277439,303,10393,746326,989559,5366742,3603519,742619,69036,116039,557544,821712,434910,223552,163249,39870,434607,41296,1523415,1763223,1642361,120862,4249906,41.48851587230326,88.71994939755588,36.80859028770439,5789658,3184642,1150446,1053266,264098,716832,2186139,18987,1016431
1985:Q4,8139539,5331604,2872856,1418255,319916,720577,2807935,16023,125714,69301,14516,3374,81169,10478,41102,4017,25572,0,102580,60075,42505,20675,214143,370692,296,10799,739342,1039311,5655243,3589890,780402,72207,127039,581156,864685,454562,238234,171889,40132,479653,39009,1386009,2065353,1917631,147722,4549649,45.395875365196,79.65161356403097,36.15854721989505,6050968,3243033,1173994,1072285,271961,724793,2461078,19313,1037023
1986:Q1,8178937,5366688,2892723,1430812,327801,715352,2812249,17734,115339,74757,16069,3349,69882,11646,33539,4167,20530,0,98623,58505,40118,24088,247091,374288,280,12589,724905,1033255,5845621,3550572,810766,69514,124039,617213,878671,461150,244321,173199,41811,444559,40329,1334436,2295049,2137668,157381,4628365,49.586602359598764,73.61222249434628,36.5018000563346,6107219,3294970,1195676,1089605,279771,729918,2556647,19667,1056360
1986:Q2,8268490,5416023,2911224,1454038,334714,716047,2852467,18854,112387,80427,16952,2900,80815,10268,40715,4518,25314,0,98555,56955,41600,23470,264642,380217,284,13947,739512,1019505,6003464,3595514,846331,68654,120767,656910,902550,470500,254864,177185,43400,439233,39574,1324426,2407950,2245424,162526,4672976,51.529262715631674,72.6294413694098,37.42541565213885,6190088,3337621,1213667,1106883,287455,729616,2594574,20054,1072584
1986:Q3,8395757,5468539,2935496,1476731,341555,714757,2927218,18104,103940,92218,18216,3742,78234,9378,38961,5750,24145,0,97793,55278,42515,23498,248845,384997,270,14709,759201,1083451,5954127,3752619,878036,72779,119531,685726,917434,472674,263030,181730,44548,445482,41274,1425845,2201508,2032679,168829,4643138,47.41422692627252,81.55634811659726,38.669311968784214,6301224,3374006,1230422,1123311,294939,725334,2548605,20444,1087682
1986:Q4,8601199,5513361,2956923,1493379,348148,714911,3087838,19201,123998,85530,18117,5073,77913,10173,40325,2360,25055,0,100233,53216,47017,24955,265538,492660,256,15676,741486,1117202,6255749,3819053,892043,62865,117138,712040,982938,520589,274200,188149,49532,477971,42784,1373785,2436696,2241896,194800,4782146,50.954026435211766,76.94767407279548,39.2079381883328,6499096,3411258,1247741,1139787,302253,721477,2680043,20820,1102974
1987:Q1,8754638,5566367,2975392,1508576,355483,726916,3188271,16826,124940,81118,18826,5556,75671,12384,37705,2274,23308,0,98104,53681,44423,26134,321289,497641,239,16057,772240,1133630,6711263,3799110,918406,63593,117349,737464,1002056,505739,278169,218149,55308,477734,43947,1301659,2912153,2709357,202796,4955528,58.76574182315842,65.9464808463284,38.75393867561196,6658036,3469765,1264553,1153536,309344,742332,2858926,21163,1117640
1987:Q2,8864375,5624675,3002850,1517282,363539,741004,3239700,15896,129056,81792,18518,5532,69549,13815,32734,3006,19994,0,100580,54009,46571,26169,336338,505161,232,15039,788985,1146853,6836390,3840577,941146,67916,116146,757084,1028256,509974,289192,229090,57155,473369,46928,1293723,2995813,2784821,210992,5023798,59.632432315872904,65.73847642871087,39.20145246183708,6755732,3516032,1281563,1167675,316235,750559,2915155,21490,1132600
1987:Q3,8985979,5679297,3032658,1526657,372036,747946,3306682,15081,129178,80483,18611,5601,70878,16886,31671,3036,19285,0,102614,54539,48075,26352,357654,512466,221,14628,811164,1161751,7041263,3875199,963518,68108,116097,779313,1046045,514072,293539,238434,68018,482992,47763,1266863,3166064,2945570,220494,5110780,61.94874861402766,63.47194891422884,39.320078073299676,6875953,3569271,1299908,1182291,322971,764101,3000754,21797,1148564
1987:Q4,9148880,5804924,3096102,1555118,382179,771525,3343956,16262,133651,85943,18940,3362,68768,14966,31790,2648,19364,0,109168,55140,54028,27104,275803,538063,224,12817,805346,1248505,6691579,4169299,986175,73768,116224,796183,1085339,525461,307345,252533,66301,522356,47866,1461262,2522280,2287678,234602,4979581,50.65245856917715,82.1286150434379,41.60016270831638,6971682,3627726,1319543,1195895,329682,782606,2802383,22091,1165050
1988:Q1,9317658,5904036,3154574,1574518,391758,783186,3413622,18334,128805,81972,19578,3658,66367,12295,31319,3702,19051,0,110363,59450,50913,28833,270421,538954,215,12167,841376,1292579,6947812,4277084,1011324,73507,115753,822064,1115255,529046,330501,255709,63262,524786,48823,1513634,2670728,2420352,250376,5040574,52.984601886201276,79.62545330186653,42.18922943207708,7114688,3701066,1339164,1210923,336328,814651,2837604,22361,1180706
1988:Q2,9467963,5991517,3199843,1590911,399212,801551,3476446,25398,135592,74680,17533,3075,64426,15348,26880,6107,16091,0,116456,63626,52830,28138,266069,543200,216,11478,877010,1313175,7127666,4343457,1047566,77847,116168,853551,1138667,545422,336235,257010,66278,534527,46307,1510112,2784209,2516095,268114,5124506,54.33126467775794,78.522606711289,42.66232528418535,7227531,3751085,1360231,1226992,342869,820993,2884074,22621,1196920
1988:Q3,9591775,6070402,3241813,1605944,406121,816524,3521373,26273,133955,78949,16336,3695,62416,13725,26761,5918,16012,0,121849,68062,53787,27990,245024,550938,226,10912,890081,1352729,7168404,4427547,1074802,80303,115932,878567,1143547,546270,344464,252813,70320,531229,45149,1562500,2740857,2460529,280328,5164228,53.07389470771145,80.93633602433778,42.95606576183656,7320177,3798804,1381207,1243171,349468,824958,2892630,22877,1212812
1988:Q4,9978108,6180699,3297032,1637331,413067,833268,3797409,21554,145405,82273,15649,4981,64397,13648,27933,6022,16794,0,133407,72650,60757,30781,230344,615657,231,10627,895916,1546187,7519907,4651419,1102799,85676,116409,900714,1186962,568300,353269,265393,76451,576096,44371,1664740,2868488,2559333,309155,5326689,53.85124326754581,79.82465885138004,42.986571225545205,7650917,3853508,1401762,1260066,356735,834945,2999498,23146,1228696
1989:Q1,10384609,6445632,3510165,1657681,422672,855114,3938977,18622,138197,74379,16461,3744,82449,14686,37140,7692,22931,0,121774,69121,52653,35128,243434,623683,202,10876,927042,1642986,7802439,4818619,1127636,96147,115626,915863,1222755,571690,373997,277069,88918,577312,49134,1752864,2983820,2670653,313167,5565990,53.60807326897158,78.77122079118597,42.227733756602355,7879997,3941020,1430355,1276959,364384,869322,3061378,23419,1244831
1989:Q2,10449613,6467900,3496299,1674283,431350,865968,3981713,17113,139884,80721,16718,3524,88980,17526,39716,7090,24648,0,120052,65660,54392,35023,261289,627617,169,11643,955263,1623717,8015895,4856300,1162621,110059,115090,937472,1250365,580685,390399,279281,92560,581921,43378,1725455,3159595,2837245,322350,5593313,56.48879635794047,76.37011128009742,43.14055663934676,7972227,3990514,1446556,1294549,372372,877037,3115927,23688,1260763
1989:Q3,10495979,6484504,3476758,1698815,440845,868086,4011475,13992,141324,73203,17033,2449,93651,14351,44739,6564,27997,0,117893,62117,55776,35450,285558,633029,165,12045,964676,1621007,8267097,4872931,1181428,113273,114688,953467,1252171,584252,387529,280390,92871,577571,42076,1726814,3394166,3057566,336600,5623048,60.361680357518466,71.69946224731454,43.27900021978364,8046790,4035315,1464328,1313426,380719,876842,3173859,23956,1278267
1989:Q4,10591418,6493857,3446477,1721471,449106,876803,4097561,14705,153925,80610,16224,2783,107244,14291,51432,9170,32351,0,122567,58738,63829,42055,287674,699734,166,11709,937992,1620173,8495857,4939677,1197917,107112,115490,975315,1284119,608345,402431,273343,96187,597901,38289,1725264,3556180,3140008,416172,5651741,62.921851216481464,69.79499560375733,43.91630329034596,8165073,4067512,1483259,1330990,389373,863890,3225396,24210,1296944
1990:Q1,10619365,6517113,3432410,1744658,458829,881215,4102252,15669,144236,69847,19781,2036,87382,11574,44125,7046,24637,0,116808,58296,58512,42874,278230,711776,162,11097,943706,1658648,8462659,5027324,1222979,126034,114943,982002,1316096,602120,424819,289157,98824,588308,42256,1758861,3435335,3006907,428428,5592041,61.432580425093974,73.91053691704964,45.40515003418529,8328918,4226666,1591105,1349594,398230,887737,3301594,24464,1317862
1990:Q2,10652479,6539433,3421035,1760119,469837,888442,4113046,15551,144172,70925,21192,1800,87450,12555,45692,5292,23911,0,117459,57874,59585,41723,294621,719576,159,11261,979042,1608115,8589249,5014239,1242767,128659,115278,998830,1336469,604890,438658,292922,101537,593497,37130,1702839,3575010,3136251,438759,5638240,63.40648420523123,72.1462690897088,45.74541271502982,8382534,4269488,1614407,1366425,407257,881399,3368295,24695,1339992
1990:Q3,10765305,6612047,3436970,1785750,480322,909005,4153258,14509,138790,72369,24301,2792,77320,12016,36616,2886,25802,0,117528,57453,60075,46304,253215,730834,157,9296,1012945,1652898,8306159,5194374,1252441,131811,115026,1005604,1346388,596324,453159,296905,102448,616321,40934,1835842,3111785,2654774,457011,5570931,55.85753865956175,83.51570447405253,46.64981691339923,8487185,4333927,1649541,1384562,416067,883757,3292811,24912,1362706
1990:Q4,10734099,6649558,3436638,1816047,487059,909813,4084541,14717,159167,74564,26329,2137,79441,13836,37649,3285,24671,0,123893,56752,67141,37491,274682,620444,158,9723,967178,1694617,8617833,5221715,1254454,116852,115153,1022449,1359440,598122,463042,298276,104730,626310,38302,1838479,3396118,2956992,439126,5512384,61.608884644393726,76.96711865278651,47.41858334490888,8456630,4372089,1669880,1402118,424727,875364,3234915,25126,1383765
1991:Q1,10779422,6662787,3424829,1841074,500114,896770,4116635,15349,126388,77964,30192,1324,76700,13845,34502,2873,25480,0,117349,58163,59186,41684,313678,627532,156,11775,950905,1725639,9036431,5188644,1276700,119851,114860,1041989,1330702,585511,440808,304384,99439,587704,34609,1859490,3847787,3397923,449864,5590778,68.82382032948462,67.76368298226306,46.63755542435427,8565612,4448977,1697044,1417540,433751,900642,3376968,25338,1404061
1991:Q2,10798013,6651136,3407079,1846533,511096,886428,4146877,12599,133193,81294,30081,1430,81002,15866,34726,4955,25455,0,117062,59677,57385,36958,311831,639468,161,12357,980610,1708831,9019314,5218632,1300855,119437,115537,1065881,1309833,569526,434803,305503,105700,600650,27402,1874192,3800682,3355984,444698,5579381,68.12013342944473,68.68998173175116,46.79170720833009,8620084,4473207,1716626,1432241,443209,881131,3401452,25584,1423246
1991:Q3,10773160,6568093,3308042,1851657,520359,888035,4205067,13578,145376,84043,31041,1635,96531,14318,42221,3350,36642,0,118397,61154,57243,35902,327479,649858,166,13606,995877,1691578,9239863,5256814,1308215,107016,115277,1085922,1280716,557083,425172,298462,101449,616179,31379,1918876,3983049,3538025,445024,5516346,72.20447481012833,64.99873446225695,46.93199485170251,8718905,4513838,1733448,1447577,452350,880463,3462091,25844,1440170
1991:Q4,10752507,6493751,3209584,1864110,525147,894910,4258756,16435,164495,77581,32331,1620,108051,14695,43426,5112,44818,0,125559,62571,62988,35554,353898,707348,175,14828,961380,1659501,9765830,5234966,1313573,98477,113984,1101112,1242872,546966,405643,290263,98120,649415,28892,1902094,4530864,4000417,530447,5517541,82.11744701907453,56.42291387826695,46.33305641060391,8798434,4539678,1748688,1462539,461694,866757,3563468,26085,1456007
1992:Q1,10829400,6452966,3145431,1885525,529379,892630,4376434,14978,154598,74167,37900,3211,97079,13853,42011,7872,33322,21,118789,62757,56032,41861,334622,715287,171,16197,977573,1790001,9968001,5510087,1345889,110434,114334,1121121,1232427,541871,405603,284953,96259,627620,34543,2173349,4457914,3914314,543600,5319313,83.80620430941171,57.836830516715935,48.47085234892714,8978751,4602317,1761185,1476704,470546,893882,3468664,26321,1471124
1992:Q2,10809241,6426159,3090628,1896030,538891,900610,4383082,14987,153585,73250,40597,3872,120387,14122,57611,7727,40878,49,120157,63284,56873,42279,330317,726010,162,17119,1019494,1720866,9945804,5520983,1366738,111996,115097,1139645,1214014,530641,403709,279664,98492,646811,31419,2163509,4424821,3876608,548213,5288258,83.6725698474133,58.324445597497466,48.80156248068265,9031402,4648320,1780667,1494271,479248,894134,3510419,26547,1486127
1992:Q3,10779853,6385876,3021883,1909304,548139,906550,4393977,15639,151780,74612,44253,3194,115587,14757,52292,8462,39984,92,121215,63372,57843,41093,329952,736376,170,18891,1031412,1709803,10073469,5550960,1379380,108216,116104,1155060,1198019,522740,404866,270413,97055,655379,35418,2185709,4522509,3973482,549027,5228893,86.49075801701062,56.990456168836644,49.291477537779,9100166,4706189,1797856,1512897,487726,907710,3549206,26755,1501478
1992:Q4,10687120,6343988,2955057,1918294,560211,910426,4343132,15791,158671,75991,47346,5057,132173,17044,60589,8585,45813,142,129577,63836,65741,42164,335563,661560,172,21148,988942,1728977,10484446,5555794,1394296,107106,118285,1168905,1180053,517439,411957,250657,100117,682817,35344,2163167,4928652,4369261,559391,5131326,96.05025547281635,52.23230971199213,50.1692669177211,9089258,4746126,1813895,1532990,496707,902534,3533464,26973,1517581
1993:Q1,10792531,6360806,2935170,1937929,564930,922777,4431725,13489,152194,82120,47510,3905,118615,15860,42943,15167,44494,151,125173,61822,63351,34864,359409,675320,176,23483,1025995,1769472,10677542,5617184,1460069,113900,119327,1226842,1158934,511445,405744,241745,103766,666438,41686,2186291,5060358,4493617,566741,5175347,97.77813846839763,51.75528226172885,50.605351554583265,9249593,4817868,1828861,1553830,505757,929420,3632409,27183,1533786
1993:Q2,10902226,6389685,2927616,1956270,573822,931977,4512541,13667,158090,85412,45896,3071,124767,18076,47830,11620,47081,160,124374,59821,64553,41650,370027,683125,181,25215,1057388,1779678,10767312,5684960,1517140,124025,120705,1272410,1143392,511136,398592,233664,109112,668865,38333,2208118,5082352,4515232,567120,5217266,97.41409424553969,52.34843533373934,50.994754132074235,9388324,4875783,1854348,1576555,514953,929927,3703364,27392,1549900
1993:Q3,11012151,6424560,2935616,1973564,579773,935607,4587591,15278,154034,81130,44699,1963,143305,16698,53078,17224,56150,155,124449,57841,66608,39106,388666,700580,184,27899,1082549,1783749,10927300,5720945,1562042,123232,122697,1316113,1126564,504252,390574,231738,113751,678048,41382,2199158,5206355,4646190,560165,5291206,98.39638008462302,51.64085478766699,50.81273175582105,9523777,4936186,1869993,1599064,523866,943263,3802832,27618,1566212
1993:Q4,11315603,6481670,2947191,1997112,594465,942902,4833933,14502,178018,91982,44812,2506,142181,19411,48839,19059,54708,164,133060,55831,77229,49516,406967,841182,188,29776,1035046,1864197,11222702,5786041,1593863,117829,124864,1351170,1128234,509967,384664,233603,118993,719258,40725,2184968,5436661,4865339,571322,5529562,98.31991883040622,50.06928643085246,49.228081777777724,9821716,4987783,1889627,1624809,532709,940638,4035675,27879,1583280
1994:Q1,11436539,6573939,2987485,2031537,602900,952017,4862600,15730,175081,87310,47195,2579,148719,16511,57537,22414,52060,197,129120,57415,71705,62335,381249,856702,191,29526,1064540,1862323,11122979,5876746,1643978,129885,126947,1387146,1156913,517285,409189,230439,118179,701141,45468,2211067,5246233,4658750,587483,5559793,94.36022189353798,53.38862053601815,50.377620803685716,9923621,5061021,1907626,1652170,541311,959914,4046875,28165,1598720
1994:Q2,11606149,6683535,3034744,2063788,612142,972862,4922614,16080,175125,90287,47676,2514,146132,17880,53152,24901,49969,230,132123,58867,73256,62901,372317,871711,195,29114,1111514,1864925,11091988,5929121,1673960,135680,129467,1408813,1174281,528488,411567,234226,118848,728065,41256,2192711,5162867,4573094,589773,5677028,90.94312712549853,55.167816308515405,50.17133731781468,10045741,5123127,1927214,1679165,549903,966845,4116620,28480,1615118
1994:Q3,11760763,6781504,3077947,2088998,624142,990418,4979259,12638,177254,90528,49330,2696,143811,17818,60794,14900,50035,264,134907,60166,74741,65033,379788,887811,202,30922,1125020,1879319,11365647,5924004,1691955,138683,130445,1422827,1190882,540578,412262,238042,121185,742957,42676,2134349,5441643,4833579,608064,5836759,93.2305517554834,52.977327816692345,49.39105502881346,10175346,5196087,1944193,1707330,558981,985583,4251342,28823,1631671
1994:Q4,11998547,6891750,3127500,2109169,638916,1016165,5106797,15664,185515,96369,52209,2178,146524,18826,50820,19875,56706,297,147702,61081,86621,52768,369073,918843,199,31061,1106979,1981713,11430776,5995833,1711446,139238,131689,1440519,1218687,559786,422135,236767,114500,796530,40315,2114355,5434943,4831577,603366,6002714,90.5414257588394,53.91285963607865,48.81347178186745,10377666,5270869,1966695,1739534,568654,995986,4381833,29212,1649532
1995:Q1,12159795,6996869,3148384,2142580,658984,1046921,5162926,13850,163852,82205,57503,3707,128196,18211,41270,21042,47372,301,141113,61366,79747,53837,401714,937499,198,34725,1131862,2012665,11844854,6019227,1734179,149799,131748,1452632,1267356,589647,438718,238991,111778,786451,49454,2070009,5825627,5203193,622434,6140568,94.87113794109605,51.52294503530423,48.88040425575858,10533494,5370568,1986297,1775641,579284,1029346,4514267,29641,1669615
1995:Q2,12372688,7088808,3165910,2187674,669460,1065764,5283880,14454,159423,91827,64388,9019,153320,17386,47962,24306,63360,306,142276,61771,80505,54493,436328,951649,199,38408,1156199,2011897,12326212,6057489,1773316,162887,132761,1477668,1296470,609977,445825,240668,113813,799388,40898,2033604,6268723,5633101,635622,6315199,99.26406287913163,48.96987511689751,48.60948762786938,10734046,5450166,2012678,1811148,590810,1035530,4676557,30099,1691221
1995:Q3,12600242,7187667,3208753,2221714,685209,1071991,5412575,15856,165359,93237,69660,3771,123030,18004,43647,20783,40286,310,140363,62083,78280,55553,467322,971797,200,42323,1205810,2058294,12843439,6127481,1784090,163268,133510,1487312,1306643,620021,445181,241441,115195,832922,42359,2046272,6715958,6064628,651330,6472761,103.75723761111442,46.02073572053934,47.74984411194301,10937759,5525184,2037670,1845486,603130,1038898,4810278,30589,1713559
1995:Q4,12998315,7271087,3249696,2251824,690603,1078964,5727228,17403,188079,99688,76969,2440,137852,20142,57098,23421,36787,404,147235,62174,85061,51139,491714,1148264,206,45668,1184941,2135630,13513193,6252420,1797593,157351,134758,1505484,1343829,636165,467293,240371,113366,877498,40309,2079825,7260773,6449974,810799,6745895,107.63246498313077,43.26566684646749,46.567903718242135,11311920,5584692,2057079,1880516,615597,1031500,5059500,31049,1735830
1996:Q1,13208964,7347406,3284654,2276095,706576,1080081,5861558,20387,158999,95849,84858,2428,124159,17436,57356,20853,28016,498,137542,60864,76678,49386,521977,1174629,206,50177,1222302,2218659,13906134,6350802,1837097,174174,134937,1527986,1352927,634193,474101,244633,120966,863816,49331,2126665,7555332,6728661,826671,6858162,110.16554865912795,42.222160846982334,46.514275152817596,11548966,5687408,2085664,1915801,629138,1056805,5198164,31483,1758860
