date,FL764090005.Q,FL763025000.Q,FL763013005.Q,FL762050005.Q,LM764022005.Q,FL763069175.Q,LM763061100.Q,LM763061705.Q,LM763061805.Q,LM763061503.Q,LM763061603.Q,LM763061403.Q,LM763061795.Q,LM763062000.Q,LM763063005.Q,LM763063673.Q,LM763063653.Q,LM763063663.Q,LM763063693.Q,LM763063095.Q,FL764023005.Q,FL763068005.Q,FL763069005.Q,FL763065005.Q,FL763066000.Q,LM763092305.Q,LM763064103.Q,LM763092100.Q,FL763094905.Q,LM763064203.Q,FL763040005.Q,FL763090005.Q,FL764194005.Q,FL764190005.Q,FL764110005.Q,FL713022003.Q,FL713068715.Q,FL764112005.Q,FL764116005.Q,FL763127005.Q,FL763123005.Q,FL763128000.Q,FL763129205.Q,FL763122605.Q,FL763130005.Q,FL762150005.Q,FL764122005.Q,FL763169175.Q,FL763163005.Q,FL763169305.Q,FL763178000.Q,FL763190005.Q,FL763194705.Q,FL763193005.Q,FL763181105.Q,LM763164105.Q,FL763194603.Q,FL763066303.Q,FL763139105.Q
1984:Q2,2876370,18073,19252,122621,670696,16247,211237,219879,155217,0,0,0,64662,163204,60129,422,0,0,0,59707,1910070,559153,55097,1022247,273573,-799,3564,11798,8362,0,0,112734,2746910,2661359,-143229,-655,4760,-61409,-85924,408074,12040,19989,363135,12910,1949614,220046,69993,57445,12548,68772,4509,83579,9175,74404,85551,2980,82571,0,ND
1984:Q3,2973974,18345,22512,120740,686600,16634,213244,224169,158097,0,0,0,66072,168573,63980,435,0,0,0,63545,1968280,570692,50308,1058155,289125,-885,3586,11901,8537,0,0,134358,2862403,2760837,-137076,289,6633,-51996,-92002,411224,24718,17939,355599,12968,2003947,229873,64348,52082,12266,76010,4560,107951,10880,97071,101566,3647,97919,0,ND
1984:Q4,3083126,24238,20519,137579,698288,15451,214892,220782,151866,0,0,0,68916,176674,70489,372,0,0,0,70117,2034550,598521,48949,1084010,303070,-750,3447,11774,8826,0,0,144656,2980822,2868622,-145860,855,3577,-50204,-100089,444553,15546,21033,392018,15956,2071964,235806,67097,51056,16041,77793,4387,112882,12039,100843,112200,3851,108349,0,ND
1985:Q1,3112943,18058,25547,125492,706549,15108,227388,222665,153987,0,0,0,68678,171931,69457,384,0,0,0,69073,2065917,602013,45962,1103507,314435,-790,3625,12239,9231,0,0,147075,3009397,2897173,-138424,298,2582,-48724,-92579,416871,13639,18607,370571,14054,2118298,233224,65626,47745,17881,78082,4404,119092,11990,107102,112224,4311,107913,0,ND
1985:Q2,3179558,18857,25636,137740,701908,14333,224242,215686,144802,0,0,0,70884,173942,73705,365,0,0,0,73340,2113090,612250,42054,1130993,327793,-914,3804,12694,9605,0,0,157139,3077229,2962642,-140049,262,1338,-48987,-92662,447412,24004,22284,386078,15046,2143028,229037,63385,44099,19286,83264,4001,132564,12254,120310,114587,4305,110282,0,ND
1985:Q3,3254909,21070,25462,143652,721462,12959,227294,222246,153219,0,0,0,69027,184784,74179,507,0,0,0,73672,2165010,619770,41260,1163079,340901,-765,3715,12145,9850,0,0,153308,3153406,3030488,-141447,69,2520,-50280,-93757,465396,16652,20653,412467,15624,2168628,245726,64412,42755,21657,89627,4293,133854,13190,120664,122918,4210,118708,0,ND
1985:Q4,3375250,25537,26617,156589,761997,12026,217143,221031,151558,0,0,0,69473,234542,77255,363,0,0,0,76892,2215930,634098,37877,1189107,354848,-698,3681,16064,10094,0,0,159439,3279222,3151514,-125240,988,3060,-45486,-83802,506200,25797,22487,441928,15988,2201750,268511,65317,40201,25116,92944,4583,137450,13552,123898,127708,5739,121969,0,ND
1986:Q1,3393810,21251,28930,162576,763217,13447,220556,232055,156117,0,0,0,75938,216715,80444,965,0,0,0,79479,2228786,636272,35502,1202391,354621,-486,4032,16237,10508,0,0,158760,3301897,3164956,-127844,560,818,-49626,-79596,484419,11948,20252,436440,15779,2229759,276006,63509,36604,26905,91539,4717,142850,14532,128318,136941,6157,130784,0,ND
1986:Q2,3460802,22221,29374,164800,788906,11896,222193,256742,179034,0,0,0,77708,211344,86731,1572,0,0,0,85159,2266925,645369,33683,1222648,365225,-407,4675,16491,10715,0,0,157103,3398253,3234363,-132933,283,952,-48825,-85343,531450,25224,25619,464328,16279,2241206,281718,63587,34790,28797,99315,5000,145020,20047,124973,163890,6842,157048,0,ND
1986:Q3,3529346,22609,34829,155835,832053,10392,224664,279578,199370,0,0,0,80208,220252,97167,2584,0,0,0,94583,2289225,637134,32225,1246771,373095,-325,5253,16089,11026,0,0,162752,3463218,3295210,-128370,849,879,-46484,-83614,534945,28211,22296,468180,16258,2269897,291449,65264,33988,31276,103691,5294,153040,19523,133517,168008,7425,160583,0,ND
1986:Q4,3657299,25652,45501,161166,851716,12835,226504,303803,220274,0,0,0,83529,205844,102730,3697,0,0,0,99033,2371149,678756,30625,1278668,383100,-307,5694,19586,11359,0,0,165784,3585209,3410246,-140153,1261,1565,-55072,-87908,616533,27480,25697,544686,18670,2293234,310664,63771,31520,32251,113540,4932,147725,20633,127092,174963,9789,165174,0,ND
1987:Q1,3663188,22493,39739,158728,857154,12298,226860,317245,236565,0,0,0,80680,194900,105851,3613,0,0,0,102238,2363007,650969,30861,1309118,372059,-267,6707,19939,12036,0,0,183652,3580271,3398567,-113513,5241,1587,-47625,-72716,547123,8649,21760,499564,17150,2290843,313336,67424,31871,35553,111829,4828,176698,22314,154384,181704,12435,169269,0,ND
1987:Q2,3724805,23950,33306,164134,880310,10719,228933,339816,254561,0,0,0,85255,187928,112914,3545,0,0,0,109369,2413860,654531,29810,1348798,380721,-181,7026,18956,12478,0,0,170966,3635337,3464813,-114103,1579,972,-52598,-64056,587761,30924,25295,514014,17528,2310284,313090,65950,30679,35271,120184,2970,178677,20729,157948,170524,11512,159012,0,ND
1987:Q3,3791477,24422,36326,154916,903291,8737,235949,355351,268818,0,0,0,86533,182470,120784,3781,0,0,0,117003,2462354,660237,27777,1385757,388583,-130,7290,19220,12807,0,0,170981,3702409,3527728,-98062,248,1941,-46609,-53642,584989,32975,23251,513462,15301,2336261,324061,64741,28628,36113,126135,2783,186820,21984,164836,174681,10800,163881,0,ND
1987:Q4,3888873,24858,39594,150895,945850,13254,232998,375301,287051,0,0,0,88250,176707,147590,19431,0,0,0,128159,2494648,662791,29579,1402853,399425,-62,6638,22707,13328,0,0,190416,3779777,3606114,-105082,811,3815,-55710,-53998,602706,21644,26745,537092,17225,2398101,328526,67806,30506,37300,139326,2497,172235,24261,147974,173663,8185,165478,0,ND
1988:Q1,3947492,23110,36647,167057,945591,10370,227593,379493,286605,0,0,0,92888,168993,159142,17480,0,0,0,141662,2529591,664542,25506,1440681,398862,74,7383,23056,13974,0,0,201008,3848656,3671133,-106285,298,2311,-54340,-54555,584093,23520,23833,520751,15989,2472394,339569,63436,26267,37169,135723,2001,180202,24409,155793,177523,12230,165293,0,ND
1988:Q2,4030130,25565,34391,161348,960920,10067,220843,393439,299807,0,0,0,93632,163694,172877,21012,0,0,0,151865,2587899,677635,25599,1476097,408568,121,7875,22652,14315,0,0,215044,3938152,3753539,-96194,259,2464,-52964,-45953,611046,32559,28324,533001,17162,2497618,340256,64833,26357,38476,141018,1348,193615,25774,167841,184613,12675,171938,0,ND
1988:Q3,4101330,22093,37677,163371,976833,11317,218895,407808,291363,0,0,0,116445,160880,177933,23189,0,0,0,154744,2628606,677764,26230,1506478,418134,124,8186,22572,14733,0,0,227135,4003679,3813157,-100482,1199,2154,-58131,-45704,599015,34154,26963,521736,16162,2542562,354091,65587,26901,38686,147587,1702,203095,28189,174906,190522,12724,177798,0,ND
1988:Q4,4169447,27561,38273,148660,979861,13413,210863,425128,308190,0,0,0,116938,153752,176705,24363,0,0,0,152342,2685561,691519,26511,1539962,427569,373,8437,26579,15290,0,0,238852,4072637,3878756,-107746,1286,2170,-62227,-48974,625285,28979,29292,550374,16640,2569973,344624,66146,27237,38909,158770,2701,219002,29379,189623,193881,12172,181709,0,ND
1989:Q1,4150357,22203,36374,162607,976899,10860,216016,433445,311125,0,0,0,122320,149837,166741,27180,0,0,0,139561,2702806,689897,25149,1566182,421578,536,11067,27121,15866,2308,0,192568,4044088,3844957,-105945,557,2454,-55051,-53904,571190,13513,24279,516211,17187,2595087,370045,64059,25743,38316,169839,23296,157385,28531,128854,199131,12140,186991,0,ND
1989:Q2,4198740,22775,35998,168631,957098,10935,196240,442038,318274,0,0,0,123764,145120,162765,27962,0,0,0,134803,2755189,707786,24114,1594122,429167,605,11260,27218,15946,2258,0,201763,4094405,3889986,-111297,-203,841,-64777,-47158,594639,34390,26850,517718,15681,2620091,370037,63805,24740,39065,167665,24041,161006,29771,131235,204419,13014,191405,0,ND
1989:Q3,4191957,23122,31336,158190,931804,9834,183911,436688,307966,0,0,0,128722,142060,159311,28738,0,0,0,130573,2781835,711005,22839,1611724,436267,683,11346,27303,16026,2269,0,208043,4084353,3880535,-112579,501,598,-66642,-47036,581563,30278,25683,509324,16278,2645935,350381,62394,23460,38934,157118,24497,171226,29490,141736,203818,13605,190213,0,ND
1989:Q4,4206966,28671,37292,172550,917502,12475,182538,431010,298589,0,0,0,132421,135806,155673,28866,0,0,0,126807,2789346,712787,21317,1609402,445840,1136,11207,32445,15628,2173,0,199015,4094694,3893960,-128185,1131,481,-74989,-54808,620587,25582,28408,549894,16703,2667961,339427,60268,21980,38288,148319,24152,161431,30070,131361,200734,10651,190083,0,ND
1990:Q1,4195463,23251,34659,175108,935530,8046,195410,443266,297436,0,36570,0,109260,132320,156488,30818,0,0,0,125670,2800539,703093,20016,1644291,433139,1215,10436,33224,14526,1944,0,165031,4110588,3905622,-112709,376,2163,-67982,-47267,580632,16719,25562,523491,14860,2679169,342780,57523,20481,37042,139523,24462,194243,31400,162843,204966,9898,195068,0,ND
1990:Q2,4169632,24294,35232,175215,924335,7720,191527,446385,296454,0,41769,0,108162,126402,152301,27774,0,0,0,124527,2790706,704844,18038,1638417,429407,1186,10030,33311,14116,1960,0,159247,4093194,3885028,-103887,656,586,-73097,-32032,604933,32072,27913,530038,14910,2661633,332475,52967,18479,34488,133466,24589,178853,28530,150323,208166,9143,199023,0,ND
1990:Q3,4153140,24752,32430,171798,921542,7613,191790,450642,298376,0,47723,0,104543,125139,146358,27573,0,0,0,118785,2773979,695616,18539,1627281,432543,1354,8747,32730,13764,1991,0,170053,4077166,3870811,-93071,1877,505,-62072,-33382,600576,36595,27071,520492,16418,2656479,323927,51760,18952,32808,125375,27089,178676,38548,140128,206355,6250,200105,0,ND
1990:Q4,4121931,32590,37350,170028,916488,9279,183306,460562,299477,0,54828,0,106257,119815,143526,30290,0,0,0,113236,2737407,687636,17224,1600919,431628,1111,6227,28314,13524,1902,0,176991,4043794,3837245,-112802,2222,190,-75691,-39523,637848,30919,28934,561688,16307,2652892,294440,54502,17567,36935,124390,26008,159966,37811,122155,206549,5826,200723,0,ND
1991:Q1,4065820,24707,23448,171607,922202,10879,195264,461390,299762,0,60021,0,101607,115501,139168,28955,0,27822,0,82391,2688552,668140,15371,1584809,420232,1208,8047,28963,13352,2486,0,181247,4005428,3794328,-86350,2582,244,-54074,-35102,599509,26325,26123,532108,14953,2653445,281158,51598,15661,35937,113898,25475,155595,42388,113207,211100,7141,203959,0,ND
1991:Q2,4019412,25627,21664,173495,917859,9224,206018,457953,287862,0,67958,0,102133,110837,133827,29249,0,28600,0,75978,2657595,653571,13028,1576067,414929,968,7366,28454,13240,2656,0,170488,3972668,3758770,-70089,442,1479,-43199,-28810,621697,36038,30146,542007,13506,2609785,272409,49051,13347,35704,101798,23957,150162,44200,105962,213898,7626,206272,0,ND
1991:Q3,3992646,28757,26496,185442,937532,8416,222957,456355,283081,0,78228,0,95046,107546,142258,29416,0,28098,0,84744,2595821,634444,13467,1538168,409742,948,7304,28677,13192,3479,0,164997,3939886,3721393,-72519,232,315,-41096,-31970,640117,38534,30325,556761,14497,2572668,275390,47224,13726,33498,90988,25801,141724,43277,98447,218493,8932,209561,0,ND
1991:Q4,3976070,33603,28365,165875,957593,8830,232731,466240,277305,0,89405,0,99530,105093,144699,30636,0,28241,0,85822,2570426,618273,12625,1527191,412337,944,7467,31496,12843,3740,0,163717,3923825,3700716,-79778,731,218,-43077,-37650,692726,36414,34239,607970,14103,2527975,257493,46671,12887,33784,87123,23936,144570,47376,97194,223109,10970,212139,0,ND
1992:Q1,3971213,29338,28567,179620,981990,7033,258440,471200,276855,0,97625,0,96720,102468,142849,31068,0,26604,0,85177,2530789,612844,12251,1509201,396493,1267,7262,31816,12850,4457,0,163256,3928559,3700503,-44580,512,52,-35916,-9227,676366,16693,32176,614167,13330,2494624,272332,44824,12480,32344,84265,24758,147913,28069,119844,228056,10801,217255,0,ND
1992:Q2,3937760,29693,22093,166037,995034,6090,265738,483400,274749,0,105592,0,103059,100617,139189,30123,0,23884,0,85182,2501082,604690,11715,1490564,394113,1326,7241,32246,12693,3990,0,166324,3895580,3656632,-53208,-166,1359,-33894,-20507,702599,36104,34152,617169,15174,2445645,254479,46197,11935,34262,84906,25255,150759,29544,121215,238948,11751,227197,0,ND
1992:Q3,3964740,30194,26331,169479,1024336,6452,282488,491167,272540,0,119487,0,99140,100771,143458,29998,0,23481,0,89979,2492972,599436,12590,1486172,394774,1318,6757,32778,13056,4353,0,163166,3923541,3677214,-41110,-227,609,-30829,-10664,721695,38203,35542,631722,16228,2407214,274526,49073,12776,36297,87533,26709,151574,30640,120934,246327,12206,234121,0,ND
1992:Q4,3977502,31870,31320,176546,1045589,6487,288325,503167,276202,0,122709,0,104256,99082,148528,30241,0,21624,0,96663,2477061,593340,12550,1470913,400258,1635,7598,34215,13112,3356,0,155201,3932753,3676968,-64821,3253,675,-41546,-27203,784151,30552,38125,699635,15839,2366882,278342,51753,12756,38997,86501,25590,148569,34605,113964,255785,14827,240958,0,ND
1993:Q1,3968318,30561,33273,166831,1076164,7145,299375,518794,283799,0,129455,0,105540,97535,153315,32417,0,21562,0,99336,2451386,584873,11216,1459623,395674,1781,7988,34507,13434,3742,0,148651,3918527,3649679,-41523,337,753,-31618,-10995,740062,18750,36491,669222,15599,2333783,297855,50591,11355,39236,91535,25592,151784,32916,118868,268848,19030,249818,0,ND
1993:Q2,4001512,32210,26786,160745,1082655,5356,295746,529694,289409,0,136421,0,103864,98355,153504,30544,0,20842,0,102118,2485177,595494,10502,1475173,404008,2107,8121,34562,13844,3367,0,151938,3953825,3676053,-43030,221,1534,-32518,-12266,787521,36516,39106,696868,15031,2301725,288355,51788,10723,41065,98161,23357,168176,33162,135014,277772,19118,258654,0,ND
1993:Q3,4048465,31735,28338,161759,1102879,5135,301069,537990,291514,0,137451,0,109025,100938,157747,29849,0,21905,0,105993,2508775,597035,10494,1484688,416558,1980,9188,35482,14393,3751,0,150185,3996371,3708507,-38955,947,2918,-30639,-12180,802828,38426,39192,706349,18861,2281417,310167,51578,10622,40956,104549,26529,170393,34264,136129,287864,22737,265127,0,ND
1993:Q4,4107325,32671,33831,165194,1110852,5180,303227,543577,296697,0,133808,0,113072,101039,157829,34957,0,19814,0,103058,2557430,605639,10142,1508090,433559,2756,10073,46823,14755,3889,0,129051,4047928,3750073,-45712,909,94,-37155,-9560,862283,42633,40180,763907,15563,2264987,306536,51309,10226,41083,108426,27224,175020,32806,142214,297855,22532,275323,0,ND
1994:Q1,4216628,31439,34953,162950,1137064,4271,323323,543499,300997,0,132125,0,110377,101453,164518,37168,0,20799,0,106551,2546456,609040,10574,1491899,434943,3415,8758,46945,14972,2988,0,226688,4249735,3950435,-30325,444,463,-39989,8756,833900,39780,40120,737270,16730,2267205,324118,51525,10657,40868,105828,28929,369256,33960,335296,299300,22210,277090,0,ND
1994:Q2,4276909,34426,32473,153490,1125799,3876,310057,548059,307397,0,127363,0,113299,101107,162700,36545,0,20644,0,105511,2595033,621611,10350,1511516,451556,3451,7758,47822,15677,2330,0,258649,4312175,4003936,-8210,866,701,-34087,24310,828611,42889,41198,727550,16974,2246869,334657,51155,10403,40752,113241,25535,412078,33059,379019,308239,25609,282630,0,ND
1994:Q3,4286717,31155,29289,150935,1114984,3479,294341,558290,317171,0,123827,0,117292,100335,158539,33778,0,21308,0,103453,2649483,628955,10773,1536775,472980,3557,7425,48560,16118,2036,0,233176,4300477,3985502,-16,188,504,-32022,31315,800467,30383,38874,713598,17612,2242325,350221,52465,10800,41665,121325,28014,390700,33571,357129,314975,25402,289573,0,ND
1994:Q4,4350171,38129,29691,157946,1090161,3725,275149,558006,316023,0,119396,0,122587,98983,154298,32780,0,21491,0,100027,2718740,643926,9895,1567674,497245,2740,6806,47705,16588,2007,0,239659,4363223,4047133,26732,-716,223,-34135,61359,822168,23751,42086,739190,17141,2243186,362271,53628,9958,43670,130485,26613,382051,35402,346649,316090,24924,291166,0,ND
1995:Q1,4382873,31291,29454,165560,1077511,3464,269193,559120,313651,0,116474,0,128995,96766,148968,30526,0,21641,0,96801,2769464,666072,11438,1594746,497208,2753,6942,47928,17095,2125,0,232749,4404947,4077034,30692,57,84,-31672,62223,772351,15634,39275,700404,17038,2283999,371397,55197,11456,43741,124435,31083,407880,36568,371312,327913,25158,302755,0,ND
1995:Q2,4428612,33596,24038,177812,1065890,4128,248290,566567,311639,0,113937,0,140991,95848,151057,33155,0,22573,0,95329,2836724,693647,11690,1621309,510078,2781,7871,48554,17587,2447,0,211312,4428510,4088684,26613,292,217,-33050,59154,797003,39731,41930,698497,16845,2319636,377891,56801,11655,45146,124758,29993,355989,37276,318713,339826,27872,311954,0,ND
1995:Q3,4477759,33072,22828,169328,1078750,4122,242995,583918,321995,0,109349,0,152574,94689,153026,32188,0,23611,0,97227,2888294,704455,12512,1645713,525614,2813,9716,49191,18354,2580,0,202833,4481738,4127602,23882,73,421,-33093,56481,758483,30307,40797,669274,18105,2361265,392926,59175,12494,46681,125970,34923,370978,38733,332245,354136,32188,321948,0,ND
1995:Q4,4524434,40562,28557,197026,1059570,4098,226018,586032,329925,0,101036,0,155071,94676,148746,29200,0,24943,0,94603,2918874,718022,12270,1646148,542434,2484,10338,55768,18863,2323,0,190070,4547975,4185971,18179,107,135,-39004,56941,774238,19003,42911,694188,18136,2398728,378621,58607,12283,46324,134074,37163,386360,43107,343253,362004,36915,325089,0,ND
1996:Q1,4526988,34386,24173,185889,1062996,4301,227164,587285,339715,0,97320,0,150250,94239,150007,29136,0,25875,0,94996,2938127,731371,12807,1662470,531479,2389,11506,56836,19061,2463,0,189162,4542994,4175087,2357,28,43,-36099,38385,722707,16832,38790,649406,17679,2468932,372565,60863,12844,48019,132085,37441,378137,42196,335941,367907,38008,329899,0,ND
1996:Q2,4586593,35677,23852,170807,1054421,3632,219597,589746,345286,0,90938,0,153522,93930,147516,27930,0,25445,0,94141,2988689,745386,13456,1683992,545855,2389,11792,57192,19675,2311,0,219788,4608095,4227114,-8913,-190,636,-38412,29053,735984,31360,40174,643586,20864,2485865,369296,64111,13448,50663,145235,38907,396629,43793,352836,380981,39238,341743,0,ND
1996:Q3,4644667,38227,20243,168392,1037217,3117,212864,583848,339952,0,89801,0,154095,94172,143216,28045,0,22210,0,92961,3050506,764638,14457,1712571,558840,2572,12390,58152,20378,2226,0,234364,4689702,4300601,-14413,640,1654,-40633,23926,735959,37794,38334,640030,19801,2533115,366656,65458,14449,51009,153592,39652,420580,42665,377915,389101,42830,346271,0,ND
1996:Q4,4680873,45186,23231,175398,1017409,4519,190332,592797,344334,0,89495,0,158968,95778,133983,25167,0,21801,0,87015,3097394,777647,13912,1733661,572174,2933,13551,66632,20799,2610,0,215730,4745259,4342365,-13738,4296,85,-42045,23927,738569,28684,40623,647665,21597,2563890,369156,67615,13969,53646,160830,42578,413464,46171,367293,402894,52174,350720,0,ND
1997:Q1,4740946,37151,21094,189878,1032862,2693,197146,602059,351105,0,92399,0,158555,95471,135493,23037,0,21347,0,91109,3122974,809777,14491,1747688,551018,2968,9028,67652,21592,11410,0,224337,4805776,4389944,-9421,-519,3998,-37507,24607,703602,24028,38042,619953,21579,2613247,386112,69252,14507,54745,155659,46071,425422,49265,376157,415832,53887,361945,0,ND
1997:Q2,4818830,38407,22063,177099,1039004,2624,188756,614862,357315,0,93173,0,164374,95868,136894,21762,0,20587,0,94545,3200074,837784,15006,1788784,558500,3027,9606,68893,22336,12610,0,225711,4893903,4463181,1771,461,1894,-37095,36511,720858,34243,40620,622475,23520,2642154,371144,71589,15067,56522,171335,45369,438961,49896,389065,430722,56883,373839,0,ND
1997:Q3,4887335,38531,21045,190205,1037619,2704,178518,622562,360258,0,96865,0,165439,97802,136033,18920,0,21701,0,95412,3247545,852700,14745,1821950,558150,3029,9800,69546,22477,12764,0,234774,4987202,4531171,-7610,-263,313,-46724,39064,684114,33511,40639,587289,22675,2697625,399820,72339,14770,57569,180630,51541,452711,49914,402797,456031,71512,384519,0,ND
1997:Q4,5025826,45004,27785,188971,1077642,2316,181380,652418,371783,0,106997,0,173638,98254,143274,18057,0,22460,0,102757,3304916,888075,13665,1840940,562236,3055,10734,74727,23336,12885,0,256772,5155944,4694748,-2827,719,2035,-55456,49875,712190,27779,42856,615553,26002,2752527,417882,78145,13684,64461,196065,52634,488132,52966,435166,461196,75623,385573,0,ND
1998:Q1,5047499,37784,23417,216769,1095797,790,186816,662902,380237,0,108135,0,174530,96911,148378,18667,0,28671,0,101040,3339322,912868,11596,1873614,541244,3307,12475,75986,24676,11429,0,206537,5112512,4632852,15172,1502,29,-48714,62355,672799,21691,39288,586090,25730,2827705,435553,79712,11568,68144,204115,58278,339518,56084,283434,479660,80599,399061,0,ND
1998:Q2,5105000,38413,21801,205788,1084363,747,166579,654619,362257,0,109989,0,182373,99837,162581,19220,0,32370,0,110991,3390894,958561,10351,1880008,541974,3870,13296,76295,25262,11352,0,233665,5161807,4670030,22476,1416,963,-41878,61975,705301,48510,41910,590223,24658,2832603,399419,79756,10348,69408,223205,57063,350207,54882,295325,491777,80403,411374,0,ND
1998:Q3,5219619,39198,24803,230907,1105288,698,139881,686825,386400,0,121373,0,179052,103249,174635,17086,0,35051,0,122498,3441939,985766,10754,1895293,550126,3664,13056,75464,26136,12123,0,247041,5285077,4786419,50715,-1230,1055,-34822,85712,662311,30036,39920,569919,22436,2871758,430805,81549,10716,70833,243095,62273,383913,60164,323749,498658,75393,423265,0,ND
1998:Q4,5420006,42057,25146,247279,1168925,817,135008,722568,418724,0,115869,0,187975,106870,203662,17136,0,42769,0,143757,3546750,1024696,9068,1948614,564372,2600,15185,56791,27726,13217,0,274331,5488146,4976098,29629,1636,17,-47372,75348,676861,13157,43613,596871,23220,2971401,472419,83857,9131,74726,285017,62696,394218,59653,334565,512048,79028,433020,0,ND
1999:Q1,5449951,38555,21848,219950,1196432,687,145188,735808,406829,0,123662,0,205317,108633,206116,22989,0,44273,0,138854,3564071,1049350,8237,1953416,553068,3311,16259,57295,29210,12496,0,290523,5507003,4978995,43092,-882,246,-37570,81298,641153,16418,40336,563127,21272,2984412,479605,83950,8262,75688,294198,63323,389261,58631,330630,528008,86291,441717,0,ND
1999:Q2,5561682,40551,20817,220289,1228486,544,140786,743597,400268,0,121275,0,222054,109881,233678,24292,0,44784,0,164602,3617762,1080837,7377,1987764,541784,3693,16229,57740,30126,12656,0,313333,5604717,5077536,74349,272,220,-36306,110163,660373,42043,41901,554233,22196,3004465,491025,84018,7392,76626,322578,59056,381673,59165,322508,527181,89718,437463,0,ND
1999:Q3,5654534,41020,21042,196117,1243484,655,134406,754452,399113,0,124362,0,230977,111794,242177,23145,0,46656,0,172376,3716616,1104910,6514,2064560,540632,3970,15834,58161,31823,12159,0,314309,5701172,5170649,80543,65,480,-39750,119748,640392,46016,41929,530346,22101,3055938,478436,84577,6472,78105,358395,64111,408257,57086,351171,530523,89271,441252,0,ND
1999:Q4,5857023,66555,22443,199150,1267267,714,132981,755413,399386,0,120858,0,235169,113205,264954,22827,0,48801,0,193326,3855036,1145303,6605,2133644,569484,4065,17720,67709,33916,13570,0,309592,5877874,5348058,83990,-237,233,-49505,133499,677727,49561,46776,558701,22689,3118608,500697,85133,6596,78537,389164,70181,422558,50327,372231,529816,82739,447077,0,ND
2000:Q1,5957738,35187,17147,218279,1281496,677,135207,769265,400491,0,120526,0,248248,114332,262015,20767,0,46510,0,194738,3937112,1168581,7061,2196631,564839,3863,18238,69665,35300,14894,0,326557,5988325,5444521,94536,-213,236,-39322,133835,627602,37503,43631,523250,23218,3196339,532997,88040,7021,81019,398674,70171,436163,52351,383812,543804,81045,462759,0,ND
2000:Q2,6104810,36992,17230,203123,1274633,579,125514,770736,398352,0,119352,0,253032,114755,263049,21234,0,46993,0,194822,4080159,1213461,7267,2283247,576184,3827,18006,70876,35550,14689,0,349724,6137790,5586555,138446,-12,512,-40289,178235,626142,48693,44820,508823,23806,3257131,531581,91550,7245,84305,431220,69278,441207,53919,387288,551235,81033,470202,0,ND
2000:Q3,6216984,34494,16634,195546,1286233,645,117379,760338,392301,0,108901,0,259136,115833,292038,20697,0,51019,0,220322,4160568,1223484,6802,2336519,593763,4206,19168,75190,35839,14859,0,374246,6260201,5670438,132332,372,372,-46732,178320,589780,39333,43020,481014,26413,3346707,521254,94032,6784,87248,424334,78905,483095,54197,428898,589763,105941,483822,0,ND
2000:Q4,6328527,44391,17952,241781,1292950,933,96605,766919,406826,0,111033,0,249060,116603,311890,23095,0,56493,0,232302,4208387,1236638,5881,2350034,615834,4255,18568,72975,36522,16203,0,374543,6408759,5797341,130197,901,110,-47510,176696,593984,16384,47635,504913,25052,3452287,520460,98616,5968,92648,432339,86072,483385,56052,427333,611418,116867,494551,0,ND
2001:Q1,6369481,36000,16758,273627,1273287,0,80160,763468,421148,0,114410,0,227910,116185,313474,28547,0,57497,0,227430,4235754,1227198,5972,2394607,607977,4360,17961,73510,37344,19971,0,380908,6486027,5869867,97851,180,22,-31779,129427,572712,23878,43639,482187,23008,3548287,540498,101950,5982,95968,440100,84824,483645,56715,426930,616160,107660,508500,0,ND
2001:Q2,6435271,37171,17642,271118,1293014,0,77342,772460,440426,0,116413,0,215621,120035,323177,26856,0,54289,0,242032,4278129,1217682,5336,2439706,615405,4266,19281,74458,37896,19819,0,382476,6547841,5912036,111866,-374,150,-38912,151001,592806,37699,47439,480982,26686,3582480,538305,100757,5422,95335,441028,80451,464343,55984,408359,635805,116432,519373,0,ND
2001:Q3,6591819,36657,23715,300244,1335242,0,71853,806464,464453,0,133950,0,208061,122050,334875,24151,0,53837,0,256887,4289482,1211100,3939,2459160,615283,4392,19371,74913,38619,20612,0,448572,6761918,6095811,101924,-549,88,-43903,146288,597433,36353,46638,488208,26234,3656322,556923,101974,4086,97888,449132,102444,529659,57363,472296,666107,122531,543576,0,ND
2001:Q4,6663620,47330,16245,279383,1404278,0,67841,861653,466298,0,168209,0,227146,124528,350256,38490,0,59260,0,252506,4329699,1175754,3585,2510823,639537,4567,20542,63185,39515,24902,0,433973,6801860,6128975,137792,-23,34,-43143,180924,681677,47459,53127,558499,22592,3704570,544232,101979,3676,98303,455603,88451,414671,55363,359308,672885,117304,555581,0,1234336
2002:Q1,6737045,34918,21134,284334,1456287,0,82696,898652,476544,0,166361,0,255747,123176,351763,31328,0,60654,0,259781,4299071,1154164,3501,2508549,632857,4771,20151,63814,40386,25486,0,486692,6774551,6089761,97942,-476,20,-39633,138031,577779,9510,52381,494481,21407,3810356,548930,99295,3511,95784,446578,97231,411651,55347,356304,684790,122833,561957,0,1202963
2002:Q2,6859208,36549,20680,281609,1489173,0,87955,939927,535773,0,145570,0,258584,122984,338307,25505,0,56982,0,255820,4347767,1131110,3981,2577235,635441,4999,18844,64060,41155,23845,0,530527,6930745,6220929,99131,-238,184,-37285,136471,590861,37122,54974,476646,22119,3844177,544653,100021,3992,96029,449505,113981,478599,54005,424594,709816,130540,579276,0,1236865
